SCHOOL YEAR,SECTOR,REGION,GRADE LEVEL,GENDER,NUMBER OF ENROLLEES
2017-2018,PUBLIC,REGION 9,GRADE 4,MALE,"  46,476 "
2017-2018,PUBLIC,REGION 10,GRADE 4,MALE,"  55,770 "
2017-2018,PUBLIC,REGION 11,GRADE 4,MALE,"  55,206 "
2017-2018,PUBLIC,REGION 12,GRADE 4,MALE,"  55,588 "
2017-2018,PUBLIC,CARAGA,GRADE 4,MALE,"  34,181 "
2017-2018,PUBLIC,BARMM,GRADE 4,MALE,"  39,862 "
2017-2018,PUBLIC,CAR,GRADE 4,MALE,"  17,780 "
2017-2018,PUBLIC,NCR,GRADE 4,MALE,"  100,665 "
2017-2018,PUBLIC,REGION 1,GRADE 4,FEMALE,"  48,760 "
2017-2018,PUBLIC,REGION 2,GRADE 4,FEMALE,"  35,638 "
2017-2018,PUBLIC,REGION 3,GRADE 4,FEMALE,"  107,880 "
2017-2018,PUBLIC,REGION 4A,GRADE 4,FEMALE,"  132,858 "
2017-2018,PUBLIC,REGION 4B,GRADE 4,FEMALE,"  35,595 "
2017-2018,PUBLIC,REGION 5,GRADE 4,FEMALE,"  68,443 "
2017-2018,PUBLIC,REGION 6,GRADE 4,FEMALE,"  78,910 "
2017-2018,PUBLIC,REGION 7,GRADE 4,FEMALE,"  77,757 "
2017-2018,PUBLIC,REGION 8,GRADE 4,FEMALE,"  51,207 "
2017-2018,PUBLIC,REGION 9,GRADE 4,FEMALE,"  42,881 "
2017-2018,PUBLIC,REGION 10,GRADE 4,FEMALE,"  51,174 "
2017-2018,PUBLIC,REGION 11,GRADE 4,FEMALE,"  50,918 "
2017-2018,PUBLIC,REGION 12,GRADE 4,FEMALE,"  51,549 "
2017-2018,PUBLIC,CARAGA,GRADE 4,FEMALE,"  31,140 "
2017-2018,PUBLIC,BARMM,GRADE 4,FEMALE,"  40,889 "
2017-2018,PUBLIC,CAR,GRADE 4,FEMALE,"  16,199 "
2017-2018,PUBLIC,NCR,GRADE 4,FEMALE,"  95,037 "
2017-2018,PUBLIC,REGION 1,GRADE 5,MALE,"  55,381 "
2017-2018,PUBLIC,REGION 2,GRADE 5,MALE,"  37,883 "
2017-2018,PUBLIC,REGION 3,GRADE 5,MALE,"  116,625 "
2017-2018,PUBLIC,REGION 4A,GRADE 5,MALE,"  143,470 "
2017-2018,PUBLIC,REGION 4B,GRADE 5,MALE,"  38,327 "
2017-2018,PUBLIC,REGION 5,GRADE 5,MALE,"  78,524 "
2017-2018,PUBLIC,REGION 6,GRADE 5,MALE,"  90,806 "
2017-2018,PUBLIC,REGION 7,GRADE 5,MALE,"  86,513 "
2017-2018,PUBLIC,REGION 8,GRADE 5,MALE,"  57,290 "
2017-2018,PUBLIC,REGION 9,GRADE 5,MALE,"  47,944 "
2017-2018,PUBLIC,REGION 10,GRADE 5,MALE,"  56,834 "
2017-2018,PUBLIC,REGION 11,GRADE 5,MALE,"  59,857 "
2017-2018,PUBLIC,REGION 12,GRADE 5,MALE,"  54,602 "
2017-2018,PUBLIC,CARAGA,GRADE 5,MALE,"  33,875 "
2017-2018,PUBLIC,BARMM,GRADE 5,MALE,"  36,500 "
2017-2018,PUBLIC,CAR,GRADE 5,MALE,"  18,249 "
2017-2018,PUBLIC,NCR,GRADE 5,MALE,"  100,726 "
2017-2018,PUBLIC,REGION 1,GRADE 5,FEMALE,"  49,271 "
2017-2018,PUBLIC,REGION 2,GRADE 5,FEMALE,"  34,900 "
2017-2018,PUBLIC,REGION 3,GRADE 5,FEMALE,"  107,239 "
2017-2018,PUBLIC,REGION 4A,GRADE 5,FEMALE,"  132,820 "
2017-2018,PUBLIC,REGION 4B,GRADE 5,FEMALE,"  35,218 "
2017-2018,PUBLIC,REGION 5,GRADE 5,FEMALE,"  70,674 "
2017-2018,PUBLIC,REGION 6,GRADE 5,FEMALE,"  82,093 "
2017-2018,PUBLIC,REGION 7,GRADE 5,FEMALE,"  78,178 "
2017-2018,PUBLIC,REGION 8,GRADE 5,FEMALE,"  51,070 "
2017-2018,PUBLIC,REGION 9,GRADE 5,FEMALE,"  43,730 "
2017-2018,PUBLIC,REGION 10,GRADE 5,FEMALE,"  52,550 "
2017-2018,PUBLIC,REGION 11,GRADE 5,FEMALE,"  54,185 "
2017-2018,PUBLIC,REGION 12,GRADE 5,FEMALE,"  51,233 "
2017-2018,PUBLIC,CARAGA,GRADE 5,FEMALE,"  30,730 "
2017-2018,PUBLIC,BARMM,GRADE 5,FEMALE,"  38,789 "
2017-2018,PUBLIC,CAR,GRADE 5,FEMALE,"  16,524 "
2017-2018,PUBLIC,NCR,GRADE 5,FEMALE,"  94,801 "
2017-2018,PUBLIC,REGION 1,GRADE 6,MALE,"  57,064 "
2017-2018,PUBLIC,REGION 2,GRADE 6,MALE,"  39,947 "
2017-2018,PUBLIC,REGION 3,GRADE 6,MALE,"  119,450 "
2017-2018,PUBLIC,REGION 4A,GRADE 6,MALE,"  153,564 "
2017-2018,PUBLIC,REGION 4B,GRADE 6,MALE,"  42,585 "
2017-2018,PUBLIC,REGION 5,GRADE 6,MALE,"  92,448 "
2017-2018,PUBLIC,REGION 6,GRADE 6,MALE,"  104,668 "
2017-2018,PUBLIC,REGION 7,GRADE 6,MALE,"  100,278 "
2017-2018,PUBLIC,REGION 8,GRADE 6,MALE,"  61,829 "
2017-2018,PUBLIC,REGION 9,GRADE 6,MALE,"  53,761 "
2017-2018,PUBLIC,REGION 10,GRADE 6,MALE,"  59,863 "
2017-2018,PUBLIC,REGION 11,GRADE 6,MALE,"  64,365 "
2017-2018,PUBLIC,REGION 12,GRADE 6,MALE,"  57,085 "
2017-2018,PUBLIC,CARAGA,GRADE 6,MALE,"  35,450 "
2017-2018,PUBLIC,BARMM,GRADE 6,MALE,"  32,441 "
2017-2018,PUBLIC,CAR,GRADE 6,MALE,"  19,279 "
2017-2018,PUBLIC,NCR,GRADE 6,MALE,"  102,740 "
2017-2018,PUBLIC,REGION 1,GRADE 6,FEMALE,"  50,539 "
2017-2018,PUBLIC,REGION 2,GRADE 6,FEMALE,"  36,591 "
2017-2018,PUBLIC,REGION 3,GRADE 6,FEMALE,"  109,270 "
2017-2018,PUBLIC,REGION 4A,GRADE 6,FEMALE,"  139,717 "
2017-2018,PUBLIC,REGION 4B,GRADE 6,FEMALE,"  37,785 "
2017-2018,PUBLIC,REGION 5,GRADE 6,FEMALE,"  80,470 "
2017-2018,PUBLIC,REGION 6,GRADE 6,FEMALE,"  90,698 "
2017-2018,PUBLIC,REGION 7,GRADE 6,FEMALE,"  89,566 "
2017-2018,PUBLIC,REGION 8,GRADE 6,FEMALE,"  55,372 "
2017-2018,PUBLIC,REGION 9,GRADE 6,FEMALE,"  48,877 "
2017-2018,PUBLIC,REGION 10,GRADE 6,FEMALE,"  55,583 "
2017-2018,PUBLIC,REGION 11,GRADE 6,FEMALE,"  59,414 "
2017-2018,PUBLIC,REGION 12,GRADE 6,FEMALE,"  53,928 "
2017-2018,PUBLIC,CARAGA,GRADE 6,FEMALE,"  32,595 "
2017-2018,PUBLIC,BARMM,GRADE 6,FEMALE,"  36,523 "
2017-2018,PUBLIC,CAR,GRADE 6,FEMALE,"  17,246 "
2017-2018,PUBLIC,NCR,GRADE 6,FEMALE,"  96,540 "
2017-2018,PRIVATE, REGION 1 ,KINDERGARTEN,MALE,"  4,439 "
2017-2018,PRIVATE, REGION 2 ,KINDERGARTEN,MALE,"  3,138 "
2017-2018,PRIVATE, REGION 3 ,KINDERGARTEN,MALE,"  14,832 "
2017-2018,PRIVATE, REGION 4A ,KINDERGARTEN,MALE,"  25,767 "
2017-2018,PRIVATE, REGION 4B ,KINDERGARTEN,MALE,"  2,076 "
2017-2018,PRIVATE, REGION 5 ,KINDERGARTEN,MALE,"  4,590 "
2017-2018,PRIVATE, REGION 6 ,KINDERGARTEN,MALE,"  9,944 "
2017-2018,PRIVATE, REGION 7 ,KINDERGARTEN,MALE,"  8,608 "
2017-2018,PRIVATE, REGION 8 ,KINDERGARTEN,MALE,"  2,502 "
2017-2018,PRIVATE, REGION 9 ,KINDERGARTEN,MALE,"  2,536 "
2017-2018,PRIVATE, REGION 10 ,KINDERGARTEN,MALE,"  5,167 "
2017-2018,PRIVATE, REGION 11 ,KINDERGARTEN,MALE,"  5,994 "
2017-2018,PRIVATE, REGION 12 ,KINDERGARTEN,MALE,"  5,280 "
2017-2018,PRIVATE, CARAGA ,KINDERGARTEN,MALE,"  2,325 "
2017-2018,PRIVATE, BARMM ,KINDERGARTEN,MALE,"  1,820 "
2017-2018,PRIVATE, CAR ,KINDERGARTEN,MALE,"  2,365 "
2017-2018,PRIVATE, NCR ,KINDERGARTEN,MALE,"  25,765 "
2017-2018,PRIVATE, REGION 1 ,KINDERGARTEN,FEMALE,"  3,923 "
2017-2018,PRIVATE, REGION 2 ,KINDERGARTEN,FEMALE,"  2,934 "
2017-2018,PRIVATE, REGION 3 ,KINDERGARTEN,FEMALE,"  13,395 "
2017-2018,PRIVATE, REGION 4A ,KINDERGARTEN,FEMALE,"  23,414 "
2017-2018,PRIVATE, REGION 4B ,KINDERGARTEN,FEMALE,"  1,884 "
2017-2018,PRIVATE, REGION 5 ,KINDERGARTEN,FEMALE,"  4,300 "
2017-2018,PRIVATE, REGION 6 ,KINDERGARTEN,FEMALE,"  9,141 "
2017-2018,PRIVATE, REGION 7 ,KINDERGARTEN,FEMALE,"  7,948 "
2017-2018,PRIVATE, REGION 8 ,KINDERGARTEN,FEMALE,"  2,228 "
2017-2018,PRIVATE, REGION 9 ,KINDERGARTEN,FEMALE,"  2,252 "
2017-2018,PRIVATE, REGION 10 ,KINDERGARTEN,FEMALE,"  4,726 "
2017-2018,PRIVATE, REGION 11 ,KINDERGARTEN,FEMALE,"  5,400 "
2017-2018,PRIVATE, REGION 12 ,KINDERGARTEN,FEMALE,"  4,821 "
2017-2018,PRIVATE, CARAGA ,KINDERGARTEN,FEMALE,"  2,157 "
2017-2018,PRIVATE, BARMM ,KINDERGARTEN,FEMALE,"  1,786 "
2017-2018,PRIVATE, CAR ,KINDERGARTEN,FEMALE,"  2,172 "
2017-2018,PRIVATE, NCR ,KINDERGARTEN,FEMALE,"  24,189 "
2017-2018,PRIVATE, REGION 1 ,GRADE 1,MALE,"  3,671 "
2017-2018,PRIVATE, REGION 2 ,GRADE 1,MALE,"  2,381 "
2017-2018,PRIVATE, REGION 3 ,GRADE 1,MALE,"  13,509 "
2017-2018,PRIVATE, REGION 4A ,GRADE 1,MALE,"  22,840 "
2017-2018,PRIVATE, REGION 4B ,GRADE 1,MALE,"  1,372 "
2017-2018,PRIVATE, REGION 5 ,GRADE 1,MALE,"  3,201 "
2017-2018,PRIVATE, REGION 6 ,GRADE 1,MALE,"  5,110 "
2017-2018,PRIVATE, REGION 7 ,GRADE 1,MALE,"  6,941 "
2017-2018,PRIVATE, REGION 8 ,GRADE 1,MALE,"  1,492 "
2017-2018,PRIVATE, REGION 9 ,GRADE 1,MALE,"  1,476 "
2017-2018,PRIVATE, REGION 10 ,GRADE 1,MALE,"  3,547 "
2017-2018,PRIVATE, REGION 11 ,GRADE 1,MALE,"  4,185 "
2017-2018,PRIVATE, REGION 12 ,GRADE 1,MALE,"  3,125 "
2017-2018,PRIVATE, CARAGA ,GRADE 1,MALE,"  1,193 "
2017-2018,PRIVATE, BARMM ,GRADE 1,MALE,"  1,752 "
2017-2018,PRIVATE, CAR ,GRADE 1,MALE,"  1,764 "
2017-2018,PRIVATE, NCR ,GRADE 1,MALE,"  22,972 "
2017-2018,PRIVATE, REGION 1 ,GRADE 1,FEMALE,"  3,463 "
2017-2018,PRIVATE, REGION 2 ,GRADE 1,FEMALE,"  2,064 "
2017-2018,PRIVATE, REGION 3 ,GRADE 1,FEMALE,"  12,034 "
2017-2018,PRIVATE, REGION 4A ,GRADE 1,FEMALE,"  20,822 "
2017-2018,PRIVATE, REGION 4B ,GRADE 1,FEMALE,"  1,307 "
2017-2018,PRIVATE, REGION 5 ,GRADE 1,FEMALE,"  2,814 "
2017-2018,PRIVATE, REGION 6 ,GRADE 1,FEMALE,"  4,643 "
2017-2018,PRIVATE, REGION 7 ,GRADE 1,FEMALE,"  6,304 "
2017-2018,PRIVATE, REGION 8 ,GRADE 1,FEMALE,"  1,407 "
2017-2018,PRIVATE, REGION 9 ,GRADE 1,FEMALE,"  1,332 "
2017-2018,PRIVATE, REGION 10 ,GRADE 1,FEMALE,"  3,166 "
2017-2018,PRIVATE, REGION 11 ,GRADE 1,FEMALE,"  3,795 "
2017-2018,PRIVATE, REGION 12 ,GRADE 1,FEMALE,"  2,851 "
2017-2018,PRIVATE, CARAGA ,GRADE 1,FEMALE,"  1,054 "
2017-2018,PRIVATE, BARMM ,GRADE 1,FEMALE,"  1,647 "
2017-2018,PRIVATE, CAR ,GRADE 1,FEMALE,"  1,570 "
2017-2018,PRIVATE, NCR ,GRADE 1,FEMALE,"  21,496 "
2017-2018,PRIVATE, REGION 1 ,GRADE 2,MALE,"  3,989 "
2017-2018,PRIVATE, REGION 2 ,GRADE 2,MALE,"  2,435 "
2017-2018,PRIVATE, REGION 3 ,GRADE 2,MALE,"  14,233 "
2017-2018,PRIVATE, REGION 4A ,GRADE 2,MALE,"  24,317 "
2017-2018,PRIVATE, REGION 4B ,GRADE 2,MALE,"  1,448 "
2017-2018,PRIVATE, REGION 5 ,GRADE 2,MALE,"  3,252 "
2017-2018,PRIVATE, REGION 6 ,GRADE 2,MALE,"  5,524 "
2017-2018,PRIVATE, REGION 7 ,GRADE 2,MALE,"  7,164 "
2017-2018,PRIVATE, REGION 8 ,GRADE 2,MALE,"  1,637 "
2017-2018,PRIVATE, REGION 9 ,GRADE 2,MALE,"  1,466 "
2017-2018,PRIVATE, REGION 10 ,GRADE 2,MALE,"  3,618 "
2017-2018,PRIVATE, REGION 11 ,GRADE 2,MALE,"  4,704 "
2017-2018,PRIVATE, REGION 12 ,GRADE 2,MALE,"  3,447 "
2017-2018,PRIVATE, CARAGA ,GRADE 2,MALE,"  1,263 "
2017-2018,PRIVATE, BARMM ,GRADE 2,MALE,"  1,585 "
2017-2018,PRIVATE, CAR ,GRADE 2,MALE,"  1,916 "
2017-2018,PRIVATE, NCR ,GRADE 2,MALE,"  24,779 "
2017-2018,PRIVATE, REGION 1 ,GRADE 2,FEMALE,"  3,745 "
2017-2018,PRIVATE, REGION 2 ,GRADE 2,FEMALE,"  2,117 "
2017-2018,PRIVATE, REGION 3 ,GRADE 2,FEMALE,"  13,200 "
2017-2018,PRIVATE, REGION 4A ,GRADE 2,FEMALE,"  22,294 "
2017-2018,PRIVATE, REGION 4B ,GRADE 2,FEMALE,"  1,356 "
2017-2018,PRIVATE, REGION 5 ,GRADE 2,FEMALE,"  2,898 "
2017-2018,PRIVATE, REGION 6 ,GRADE 2,FEMALE,"  4,963 "
2017-2018,PRIVATE, REGION 7 ,GRADE 2,FEMALE,"  6,505 "
2017-2018,PRIVATE, REGION 8 ,GRADE 2,FEMALE,"  1,427 "
2017-2018,PRIVATE, REGION 9 ,GRADE 2,FEMALE,"  1,316 "
2017-2018,PRIVATE, REGION 10 ,GRADE 2,FEMALE,"  3,223 "
2017-2018,PRIVATE, REGION 11 ,GRADE 2,FEMALE,"  4,280 "
2017-2018,PRIVATE, REGION 12 ,GRADE 2,FEMALE,"  3,023 "
2017-2018,PRIVATE, CARAGA ,GRADE 2,FEMALE,"  1,039 "
2017-2018,PRIVATE, BARMM ,GRADE 2,FEMALE,"  1,463 "
2017-2018,PRIVATE, CAR ,GRADE 2,FEMALE,"  1,736 "
2017-2018,PRIVATE, NCR ,GRADE 2,FEMALE,"  23,310 "
2017-2018,PRIVATE, REGION 1 ,GRADE 3,MALE,"  4,295 "
2017-2018,PRIVATE, REGION 2 ,GRADE 3,MALE,"  2,341 "
2017-2018,PRIVATE, REGION 3 ,GRADE 3,MALE,"  14,512 "
2017-2018,PRIVATE, REGION 4A ,GRADE 3,MALE,"  24,607 "
2017-2018,PRIVATE, REGION 4B ,GRADE 3,MALE,"  1,476 "
2017-2018,PRIVATE, REGION 5 ,GRADE 3,MALE,"  3,102 "
2017-2018,PRIVATE, REGION 6 ,GRADE 3,MALE,"  5,558 "
2017-2018,PRIVATE, REGION 7 ,GRADE 3,MALE,"  6,841 "
2017-2018,PRIVATE, REGION 8 ,GRADE 3,MALE,"  1,602 "
2017-2018,PRIVATE, REGION 9 ,GRADE 3,MALE,"  1,519 "
2017-2018,PRIVATE, REGION 10 ,GRADE 3,MALE,"  3,582 "
2017-2018,PRIVATE, REGION 11 ,GRADE 3,MALE,"  4,719 "
2017-2018,PRIVATE, REGION 12 ,GRADE 3,MALE,"  3,534 "
2017-2018,PRIVATE, CARAGA ,GRADE 3,MALE,"  1,231 "
2017-2018,PRIVATE, BARMM ,GRADE 3,MALE,"  1,440 "
2017-2018,PRIVATE, CAR ,GRADE 3,MALE,"  1,850 "
2017-2018,PRIVATE, NCR ,GRADE 3,MALE,"  24,377 "
2017-2018,PRIVATE, REGION 1 ,GRADE 3,FEMALE,"  3,685 "
2017-2018,PRIVATE, REGION 2 ,GRADE 3,FEMALE,"  2,014 "
2017-2018,PRIVATE, REGION 3 ,GRADE 3,FEMALE,"  13,460 "
2017-2018,PRIVATE, REGION 4A ,GRADE 3,FEMALE,"  22,760 "
2017-2018,PRIVATE, REGION 4B ,GRADE 3,FEMALE,"  1,385 "
2017-2018,PRIVATE, REGION 5 ,GRADE 3,FEMALE,"  2,772 "
2017-2018,PRIVATE, REGION 6 ,GRADE 3,FEMALE,"  5,077 "
2017-2018,PRIVATE, REGION 7 ,GRADE 3,FEMALE,"  6,449 "
2017-2018,PRIVATE, REGION 8 ,GRADE 3,FEMALE,"  1,427 "
2017-2018,PRIVATE, REGION 9 ,GRADE 3,FEMALE,"  1,372 "
2017-2018,PRIVATE, REGION 10 ,GRADE 3,FEMALE,"  3,183 "
2017-2018,PRIVATE, REGION 11 ,GRADE 3,FEMALE,"  4,347 "
2017-2018,PRIVATE, REGION 12 ,GRADE 3,FEMALE,"  3,179 "
2017-2018,PRIVATE, CARAGA ,GRADE 3,FEMALE,"  1,115 "
2017-2018,PRIVATE, BARMM ,GRADE 3,FEMALE,"  1,405 "
2017-2018,PRIVATE, CAR ,GRADE 3,FEMALE,"  1,827 "
2017-2018,PRIVATE, NCR ,GRADE 3,FEMALE,"  23,026 "
2017-2018,PRIVATE,REGION 1,GRADE 4,MALE,"  4,053 "
2017-2018,PRIVATE,REGION 2,GRADE 4,MALE,"  2,250 "
2017-2018,PRIVATE,REGION 3,GRADE 4,MALE,"  14,210 "
2017-2018,PRIVATE,REGION 4A,GRADE 4,MALE,"  24,206 "
2017-2018,PRIVATE,REGION 4B,GRADE 4,MALE,"  1,387 "
2017-2018,PRIVATE,REGION 5,GRADE 4,MALE,"  3,037 "
2017-2018,PRIVATE,REGION 6,GRADE 4,MALE,"  5,433 "
2017-2018,PRIVATE,REGION 7,GRADE 4,MALE,"  6,770 "
2017-2018,PRIVATE,REGION 8,GRADE 4,MALE,"  1,579 "
2017-2018,PRIVATE,REGION 9,GRADE 4,MALE,"  1,368 "
2017-2018,PRIVATE,REGION 10,GRADE 4,MALE,"  3,454 "
2017-2018,PRIVATE,REGION 11,GRADE 4,MALE,"  4,451 "
2017-2018,PRIVATE,REGION 12,GRADE 4,MALE,"  3,260 "
2017-2018,PRIVATE,CARAGA,GRADE 4,MALE,"  1,164 "
2017-2018,PRIVATE,BARMM,GRADE 4,MALE,"  1,409 "
2017-2018,PRIVATE,CAR,GRADE 4,MALE,"  1,940 "
2017-2018,PRIVATE,NCR,GRADE 4,MALE,"  24,057 "
2017-2018,PRIVATE,REGION 1,GRADE 4,FEMALE,"  3,745 "
2017-2018,PRIVATE,REGION 2,GRADE 4,FEMALE,"  1,981 "
2017-2018,PRIVATE,REGION 3,GRADE 4,FEMALE,"  13,181 "
2017-2018,PRIVATE,REGION 4A,GRADE 4,FEMALE,"  22,352 "
2017-2018,PRIVATE,REGION 4B,GRADE 4,FEMALE,"  1,372 "
2017-2018,PRIVATE,REGION 5,GRADE 4,FEMALE,"  2,795 "
2017-2018,PRIVATE,REGION 6,GRADE 4,FEMALE,"  4,850 "
2017-2018,PRIVATE,REGION 7,GRADE 4,FEMALE,"  6,101 "
2017-2018,PRIVATE,REGION 8,GRADE 4,FEMALE,"  1,436 "
2017-2018,PRIVATE,REGION 9,GRADE 4,FEMALE,"  1,271 "
2017-2018,PRIVATE,REGION 10,GRADE 4,FEMALE,"  3,136 "
2017-2018,PRIVATE,REGION 11,GRADE 4,FEMALE,"  4,147 "
2017-2018,PRIVATE,REGION 12,GRADE 4,FEMALE,"  2,973 "
2017-2018,PRIVATE,CARAGA,GRADE 4,FEMALE,  987 
2017-2018,PRIVATE,BARMM,GRADE 4,FEMALE,"  1,294 "
2017-2018,PRIVATE,CAR,GRADE 4,FEMALE,"  1,869 "
2017-2018,PRIVATE,NCR,GRADE 4,FEMALE,"  22,670 "
2017-2018,PRIVATE,REGION 1,GRADE 5,MALE,"  3,862 "
2017-2018,PRIVATE,REGION 2,GRADE 5,MALE,"  2,185 "
2017-2018,PRIVATE,REGION 3,GRADE 5,MALE,"  13,962 "
2017-2018,PRIVATE,REGION 4A,GRADE 5,MALE,"  23,518 "
2017-2018,PRIVATE,REGION 4B,GRADE 5,MALE,"  1,338 "
2017-2018,PRIVATE,REGION 5,GRADE 5,MALE,"  3,017 "
2017-2018,PRIVATE,REGION 6,GRADE 5,MALE,"  5,500 "
2017-2018,PRIVATE,REGION 7,GRADE 5,MALE,"  6,634 "
2017-2018,PRIVATE,REGION 8,GRADE 5,MALE,"  1,456 "
2017-2018,PRIVATE,REGION 9,GRADE 5,MALE,"  1,373 "
2017-2018,PRIVATE,REGION 10,GRADE 5,MALE,"  3,531 "
2017-2018,PRIVATE,REGION 11,GRADE 5,MALE,"  4,623 "
2017-2018,PRIVATE,REGION 12,GRADE 5,MALE,"  3,278 "
2017-2018,PRIVATE,CARAGA,GRADE 5,MALE,"  1,135 "
2017-2018,PRIVATE,BARMM,GRADE 5,MALE,"  1,277 "
2017-2018,PRIVATE,CAR,GRADE 5,MALE,"  1,941 "
2017-2018,PRIVATE,NCR,GRADE 5,MALE,"  23,314 "
2017-2018,PRIVATE,REGION 1,GRADE 5,FEMALE,"  3,631 "
2017-2018,PRIVATE,REGION 2,GRADE 5,FEMALE,"  1,954 "
2017-2018,PRIVATE,REGION 3,GRADE 5,FEMALE,"  12,809 "
2017-2018,PRIVATE,REGION 4A,GRADE 5,FEMALE,"  22,008 "
2017-2018,PRIVATE,REGION 4B,GRADE 5,FEMALE,"  1,203 "
2017-2018,PRIVATE,REGION 5,GRADE 5,FEMALE,"  2,726 "
2017-2018,PRIVATE,REGION 6,GRADE 5,FEMALE,"  4,868 "
2017-2018,PRIVATE,REGION 7,GRADE 5,FEMALE,"  6,182 "
2017-2018,PRIVATE,REGION 8,GRADE 5,FEMALE,"  1,373 "
2017-2018,PRIVATE,REGION 9,GRADE 5,FEMALE,"  1,245 "
2017-2018,PRIVATE,REGION 10,GRADE 5,FEMALE,"  3,154 "
2017-2018,PRIVATE,REGION 11,GRADE 5,FEMALE,"  4,095 "
2017-2018,PRIVATE,REGION 12,GRADE 5,FEMALE,"  2,869 "
2017-2018,PRIVATE,CARAGA,GRADE 5,FEMALE,  903 
2017-2018,PRIVATE,BARMM,GRADE 5,FEMALE,"  1,218 "
2017-2018,PRIVATE,CAR,GRADE 5,FEMALE,"  1,709 "
2017-2018,PRIVATE,NCR,GRADE 5,FEMALE,"  21,835 "
2017-2018,PRIVATE,REGION 1,GRADE 6,MALE,"  3,985 "
2017-2018,PRIVATE,REGION 2,GRADE 6,MALE,"  2,186 "
2017-2018,PRIVATE,REGION 3,GRADE 6,MALE,"  13,773 "
2017-2018,PRIVATE,REGION 4A,GRADE 6,MALE,"  23,743 "
2017-2018,PRIVATE,REGION 4B,GRADE 6,MALE,"  1,348 "
2017-2018,PRIVATE,REGION 5,GRADE 6,MALE,"  2,817 "
2017-2018,PRIVATE,REGION 6,GRADE 6,MALE,"  5,490 "
2017-2018,PRIVATE,REGION 7,GRADE 6,MALE,"  7,086 "
2017-2018,PRIVATE,REGION 8,GRADE 6,MALE,"  1,616 "
2017-2018,PRIVATE,REGION 9,GRADE 6,MALE,"  1,469 "
2017-2018,PRIVATE,REGION 10,GRADE 6,MALE,"  3,435 "
2017-2018,PRIVATE,REGION 11,GRADE 6,MALE,"  4,621 "
2017-2018,PRIVATE,REGION 12,GRADE 6,MALE,"  3,178 "
2017-2018,PRIVATE,CARAGA,GRADE 6,MALE,"  1,160 "
2017-2018,PRIVATE,BARMM,GRADE 6,MALE,"  1,129 "
2017-2018,PRIVATE,CAR,GRADE 6,MALE,"  1,920 "
2017-2018,PRIVATE,NCR,GRADE 6,MALE,"  22,686 "
2017-2018,PRIVATE,REGION 1,GRADE 6,FEMALE,"  3,695 "
2017-2018,PRIVATE,REGION 2,GRADE 6,FEMALE,"  1,933 "
2017-2018,PRIVATE,REGION 3,GRADE 6,FEMALE,"  13,077 "
2017-2018,PRIVATE,REGION 4A,GRADE 6,FEMALE,"  21,931 "
2017-2018,PRIVATE,REGION 4B,GRADE 6,FEMALE,"  1,235 "
2017-2018,PRIVATE,REGION 5,GRADE 6,FEMALE,"  2,660 "
2017-2018,PRIVATE,REGION 6,GRADE 6,FEMALE,"  5,112 "
2017-2018,PRIVATE,REGION 7,GRADE 6,FEMALE,"  6,872 "
2017-2018,PRIVATE,REGION 8,GRADE 6,FEMALE,"  1,439 "
2017-2018,PRIVATE,REGION 9,GRADE 6,FEMALE,"  1,307 "
2017-2018,PRIVATE,REGION 10,GRADE 6,FEMALE,"  2,977 "
2017-2018,PRIVATE,REGION 11,GRADE 6,FEMALE,"  4,215 "
2017-2018,PRIVATE,REGION 12,GRADE 6,FEMALE,"  2,749 "
2017-2018,PRIVATE,CARAGA,GRADE 6,FEMALE,  940 
2017-2018,PRIVATE,BARMM,GRADE 6,FEMALE,"  1,195 "
2017-2018,PRIVATE,CAR,GRADE 6,FEMALE,"  1,751 "
2017-2018,PRIVATE,NCR,GRADE 6,FEMALE,"  21,630 "
2017-2018,SUCSLUCS, REGION 1 ,KINDERGARTEN,MALE,  119 
2017-2018,SUCSLUCS, REGION 2 ,KINDERGARTEN,MALE, - 
2017-2018,SUCSLUCS, REGION 3 ,KINDERGARTEN,MALE, - 
2017-2018,SUCSLUCS, REGION 4A ,KINDERGARTEN,MALE,  94 
2017-2018,SUCSLUCS, REGION 4B ,KINDERGARTEN,MALE,  31 
2017-2018,SUCSLUCS, REGION 5 ,KINDERGARTEN,MALE, - 
2017-2018,SUCSLUCS, REGION 6 ,KINDERGARTEN,MALE,  45 
2017-2018,SUCSLUCS, REGION 7 ,KINDERGARTEN,MALE,  116 
2017-2018,SUCSLUCS, REGION 8 ,KINDERGARTEN,MALE,  15 
2017-2018,SUCSLUCS, REGION 9 ,KINDERGARTEN,MALE,  28 
2017-2018,SUCSLUCS, REGION 10 ,KINDERGARTEN,MALE,  20 
2017-2018,SUCSLUCS, REGION 11 ,KINDERGARTEN,MALE, - 
2017-2018,SUCSLUCS, REGION 12 ,KINDERGARTEN,MALE,  14 
2017-2018,SUCSLUCS, CARAGA ,KINDERGARTEN,MALE, - 
2017-2018,SUCSLUCS, BARMM ,KINDERGARTEN,MALE,  19 
2017-2018,SUCSLUCS, CAR ,KINDERGARTEN,MALE,  109 
2017-2018,SUCSLUCS, NCR ,KINDERGARTEN,MALE,  49 
2017-2018,SUCSLUCS, REGION 1 ,KINDERGARTEN,FEMALE,  125 
2017-2018,SUCSLUCS, REGION 2 ,KINDERGARTEN,FEMALE, - 
