SCHOOL YEAR,SECTOR,REGION,GRADE LEVEL,GENDER,NUMBER OF ENROLLEES
2014-2015,SUCSLUCS,REGION 7,GRADE 6,FEMALE,  26 
2014-2015,SUCSLUCS,REGION 8,GRADE 6,FEMALE,  39 
2014-2015,SUCSLUCS,REGION 9,GRADE 6,FEMALE, - 
2014-2015,SUCSLUCS,REGION 10,GRADE 6,FEMALE, - 
2014-2015,SUCSLUCS,REGION 11,GRADE 6,FEMALE, - 
2014-2015,SUCSLUCS,REGION 12,GRADE 6,FEMALE,  61 
2014-2015,SUCSLUCS,CARAGA,GRADE 6,FEMALE,  21 
2014-2015,SUCSLUCS,BARMM,GRADE 6,FEMALE,  98 
2014-2015,SUCSLUCS,CAR,GRADE 6,FEMALE, - 
2014-2015,SUCSLUCS,NCR,GRADE 6,FEMALE,  75 
2014-2015,SUCSLUCS,REGION 1,NON-GRADE,MALE, - 
2014-2015,SUCSLUCS,REGION 2,NON-GRADE,MALE, - 
2014-2015,SUCSLUCS,REGION 3,NON-GRADE,MALE, - 
2014-2015,SUCSLUCS,REGION 4A,NON-GRADE,MALE, - 
2014-2015,SUCSLUCS,REGION 4B,NON-GRADE,MALE, - 
2014-2015,SUCSLUCS,REGION 5,NON-GRADE,MALE, - 
2014-2015,SUCSLUCS,REGION 6,NON-GRADE,MALE, - 
2014-2015,SUCSLUCS,REGION 7,NON-GRADE,MALE, - 
2014-2015,SUCSLUCS,REGION 8,NON-GRADE,MALE, - 
2014-2015,SUCSLUCS,REGION 9,NON-GRADE,MALE, - 
2014-2015,SUCSLUCS,REGION 10,NON-GRADE,MALE, - 
2014-2015,SUCSLUCS,REGION 11,NON-GRADE,MALE, - 
2014-2015,SUCSLUCS,REGION 12,NON-GRADE,MALE, - 
2014-2015,SUCSLUCS,CARAGA,NON-GRADE,MALE, - 
2014-2015,SUCSLUCS,BARMM,NON-GRADE,MALE, - 
2014-2015,SUCSLUCS,CAR,NON-GRADE,MALE, - 
2014-2015,SUCSLUCS,NCR,NON-GRADE,MALE, - 
2014-2015,SUCSLUCS,REGION 1,NON-GRADE,FEMALE, - 
2014-2015,SUCSLUCS,REGION 2,NON-GRADE,FEMALE, - 
2014-2015,SUCSLUCS,REGION 3,NON-GRADE,FEMALE, - 
2014-2015,SUCSLUCS,REGION 4A,NON-GRADE,FEMALE, - 
2014-2015,SUCSLUCS,REGION 4B,NON-GRADE,FEMALE, - 
2014-2015,SUCSLUCS,REGION 5,NON-GRADE,FEMALE, - 
2014-2015,SUCSLUCS,REGION 6,NON-GRADE,FEMALE, - 
2014-2015,SUCSLUCS,REGION 7,NON-GRADE,FEMALE, - 
2014-2015,SUCSLUCS,REGION 8,NON-GRADE,FEMALE, - 
2014-2015,SUCSLUCS,REGION 9,NON-GRADE,FEMALE, - 
2014-2015,SUCSLUCS,REGION 10,NON-GRADE,FEMALE, - 
2014-2015,SUCSLUCS,REGION 11,NON-GRADE,FEMALE, - 
2014-2015,SUCSLUCS,REGION 12,NON-GRADE,FEMALE, - 
2014-2015,SUCSLUCS,CARAGA,NON-GRADE,FEMALE, - 
2014-2015,SUCSLUCS,BARMM,NON-GRADE,FEMALE, - 
2014-2015,SUCSLUCS,CAR,NON-GRADE,FEMALE, - 
2014-2015,SUCSLUCS,NCR,NON-GRADE,FEMALE, - 
2015-2016,PUBLIC,REGION 1,KINDERGARTEN,MALE,"  44,654 "
2015-2016,PUBLIC,REGION 2,KINDERGARTEN,MALE,"  32,738 "
2015-2016,PUBLIC,REGION 3,KINDERGARTEN,MALE,"  97,302 "
2015-2016,PUBLIC,REGION 4A,KINDERGARTEN,MALE,"  105,098 "
2015-2016,PUBLIC,REGION 4B,KINDERGARTEN,MALE,"  34,640 "
2015-2016,PUBLIC,REGION 5,KINDERGARTEN,MALE,"  68,336 "
2015-2016,PUBLIC,REGION 6,KINDERGARTEN,MALE,"  64,952 "
2015-2016,PUBLIC,REGION 7,KINDERGARTEN,MALE,"  65,336 "
2015-2016,PUBLIC,REGION 8,KINDERGARTEN,MALE,"  48,703 "
2015-2016,PUBLIC,REGION 9,KINDERGARTEN,MALE,"  36,619 "
2015-2016,PUBLIC,REGION 10,KINDERGARTEN,MALE,"  47,044 "
2015-2016,PUBLIC,REGION 11,KINDERGARTEN,MALE,"  51,375 "
2015-2016,PUBLIC,REGION 12,KINDERGARTEN,MALE,"  45,400 "
2015-2016,PUBLIC,CARAGA,KINDERGARTEN,MALE,"  29,522 "
2015-2016,PUBLIC,BARMM,KINDERGARTEN,MALE,"  35,397 "
2015-2016,PUBLIC,CAR,KINDERGARTEN,MALE,"  15,208 "
2015-2016,PUBLIC,NCR,KINDERGARTEN,MALE,"  68,976 "
2015-2016,PUBLIC,REGION 1,KINDERGARTEN,FEMALE,"  41,677 "
2015-2016,PUBLIC,REGION 2,KINDERGARTEN,FEMALE,"  30,878 "
2015-2016,PUBLIC,REGION 3,KINDERGARTEN,FEMALE,"  90,816 "
2015-2016,PUBLIC,REGION 4A,KINDERGARTEN,FEMALE,"  100,984 "
2015-2016,PUBLIC,REGION 4B,KINDERGARTEN,FEMALE,"  32,375 "
2015-2016,PUBLIC,REGION 5,KINDERGARTEN,FEMALE,"  62,988 "
2015-2016,PUBLIC,REGION 6,KINDERGARTEN,FEMALE,"  61,441 "
2015-2016,PUBLIC,REGION 7,KINDERGARTEN,FEMALE,"  62,071 "
2015-2016,PUBLIC,REGION 8,KINDERGARTEN,FEMALE,"  45,329 "
2015-2016,PUBLIC,REGION 9,KINDERGARTEN,FEMALE,"  34,806 "
2015-2016,PUBLIC,REGION 10,KINDERGARTEN,FEMALE,"  44,683 "
2015-2016,PUBLIC,REGION 11,KINDERGARTEN,FEMALE,"  48,117 "
2015-2016,PUBLIC,REGION 12,KINDERGARTEN,FEMALE,"  43,645 "
2015-2016,PUBLIC,CARAGA,KINDERGARTEN,FEMALE,"  27,610 "
2015-2016,PUBLIC,BARMM,KINDERGARTEN,FEMALE,"  37,886 "
2015-2016,PUBLIC,CAR,KINDERGARTEN,FEMALE,"  14,066 "
2015-2016,PUBLIC,NCR,KINDERGARTEN,FEMALE,"  66,641 "
2015-2016,PUBLIC,REGION 1,GRADE 1,MALE,"  50,021 "
2015-2016,PUBLIC,REGION 2,GRADE 1,MALE,"  38,967 "
2015-2016,PUBLIC,REGION 3,GRADE 1,MALE,"  110,347 "
2015-2016,PUBLIC,REGION 4A,GRADE 1,MALE,"  139,948 "
2015-2016,PUBLIC,REGION 4B,GRADE 1,MALE,"  38,870 "
2015-2016,PUBLIC,REGION 5,GRADE 1,MALE,"  73,864 "
2015-2016,PUBLIC,REGION 6,GRADE 1,MALE,"  84,020 "
2015-2016,PUBLIC,REGION 7,GRADE 1,MALE,"  87,423 "
2015-2016,PUBLIC,REGION 8,GRADE 1,MALE,"  52,095 "
2015-2016,PUBLIC,REGION 9,GRADE 1,MALE,"  45,203 "
2015-2016,PUBLIC,REGION 10,GRADE 1,MALE,"  58,927 "
2015-2016,PUBLIC,REGION 11,GRADE 1,MALE,"  58,258 "
2015-2016,PUBLIC,REGION 12,GRADE 1,MALE,"  56,860 "
2015-2016,PUBLIC,CARAGA,GRADE 1,MALE,"  35,077 "
2015-2016,PUBLIC,BARMM,GRADE 1,MALE,"  54,797 "
2015-2016,PUBLIC,CAR,GRADE 1,MALE,"  17,226 "
2015-2016,PUBLIC,NCR,GRADE 1,MALE,"  101,251 "
2015-2016,PUBLIC,REGION 1,GRADE 1,FEMALE,"  45,898 "
2015-2016,PUBLIC,REGION 2,GRADE 1,FEMALE,"  35,293 "
2015-2016,PUBLIC,REGION 3,GRADE 1,FEMALE,"  101,174 "
2015-2016,PUBLIC,REGION 4A,GRADE 1,FEMALE,"  128,485 "
2015-2016,PUBLIC,REGION 4B,GRADE 1,FEMALE,"  35,382 "
2015-2016,PUBLIC,REGION 5,GRADE 1,FEMALE,"  65,777 "
2015-2016,PUBLIC,REGION 6,GRADE 1,FEMALE,"  75,434 "
2015-2016,PUBLIC,REGION 7,GRADE 1,FEMALE,"  77,520 "
2015-2016,PUBLIC,REGION 8,GRADE 1,FEMALE,"  47,051 "
2015-2016,PUBLIC,REGION 9,GRADE 1,FEMALE,"  41,463 "
2015-2016,PUBLIC,REGION 10,GRADE 1,FEMALE,"  52,034 "
2015-2016,PUBLIC,REGION 11,GRADE 1,FEMALE,"  52,920 "
2015-2016,PUBLIC,REGION 12,GRADE 1,FEMALE,"  52,125 "
2015-2016,PUBLIC,CARAGA,GRADE 1,FEMALE,"  31,670 "
2015-2016,PUBLIC,BARMM,GRADE 1,FEMALE,"  54,916 "
2015-2016,PUBLIC,CAR,GRADE 1,FEMALE,"  15,901 "
2015-2016,PUBLIC,NCR,GRADE 1,FEMALE,"  94,370 "
2015-2016,PUBLIC,REGION 1,GRADE 2,MALE,"  54,453 "
2015-2016,PUBLIC,REGION 2,GRADE 2,MALE,"  39,552 "
2015-2016,PUBLIC,REGION 3,GRADE 2,MALE,"  118,930 "
2015-2016,PUBLIC,REGION 4A,GRADE 2,MALE,"  144,626 "
2015-2016,PUBLIC,REGION 4B,GRADE 2,MALE,"  40,341 "
2015-2016,PUBLIC,REGION 5,GRADE 2,MALE,"  77,005 "
2015-2016,PUBLIC,REGION 6,GRADE 2,MALE,"  88,810 "
2015-2016,PUBLIC,REGION 7,GRADE 2,MALE,"  87,290 "
2015-2016,PUBLIC,REGION 8,GRADE 2,MALE,"  57,894 "
2015-2016,PUBLIC,REGION 9,GRADE 2,MALE,"  49,053 "
2015-2016,PUBLIC,REGION 10,GRADE 2,MALE,"  58,527 "
2015-2016,PUBLIC,REGION 11,GRADE 2,MALE,"  57,045 "
2015-2016,PUBLIC,REGION 12,GRADE 2,MALE,"  58,000 "
2015-2016,PUBLIC,CARAGA,GRADE 2,MALE,"  36,116 "
2015-2016,PUBLIC,BARMM,GRADE 2,MALE,"  49,994 "
2015-2016,PUBLIC,CAR,GRADE 2,MALE,"  18,399 "
2015-2016,PUBLIC,NCR,GRADE 2,MALE,"  106,188 "
2015-2016,PUBLIC,REGION 1,GRADE 2,FEMALE,"  48,970 "
2015-2016,PUBLIC,REGION 2,GRADE 2,FEMALE,"  35,933 "
2015-2016,PUBLIC,REGION 3,GRADE 2,FEMALE,"  108,351 "
2015-2016,PUBLIC,REGION 4A,GRADE 2,FEMALE,"  132,119 "
2015-2016,PUBLIC,REGION 4B,GRADE 2,FEMALE,"  36,456 "
2015-2016,PUBLIC,REGION 5,GRADE 2,FEMALE,"  69,905 "
2015-2016,PUBLIC,REGION 6,GRADE 2,FEMALE,"  79,538 "
2015-2016,PUBLIC,REGION 7,GRADE 2,FEMALE,"  78,849 "
2015-2016,PUBLIC,REGION 8,GRADE 2,FEMALE,"  52,022 "
2015-2016,PUBLIC,REGION 9,GRADE 2,FEMALE,"  44,227 "
2015-2016,PUBLIC,REGION 10,GRADE 2,FEMALE,"  52,301 "
2015-2016,PUBLIC,REGION 11,GRADE 2,FEMALE,"  51,568 "
2015-2016,PUBLIC,REGION 12,GRADE 2,FEMALE,"  53,066 "
2015-2016,PUBLIC,CARAGA,GRADE 2,FEMALE,"  31,894 "
2015-2016,PUBLIC,BARMM,GRADE 2,FEMALE,"  50,676 "
2015-2016,PUBLIC,CAR,GRADE 2,FEMALE,"  16,451 "
2015-2016,PUBLIC,NCR,GRADE 2,FEMALE,"  98,123 "
2015-2016,PUBLIC,REGION 1,GRADE 3,MALE,"  56,495 "
2015-2016,PUBLIC,REGION 2,GRADE 3,MALE,"  39,239 "
2015-2016,PUBLIC,REGION 3,GRADE 3,MALE,"  119,739 "
2015-2016,PUBLIC,REGION 4A,GRADE 3,MALE,"  146,194 "
2015-2016,PUBLIC,REGION 4B,GRADE 3,MALE,"  40,451 "
2015-2016,PUBLIC,REGION 5,GRADE 3,MALE,"  82,352 "
2015-2016,PUBLIC,REGION 6,GRADE 3,MALE,"  94,203 "
2015-2016,PUBLIC,REGION 7,GRADE 3,MALE,"  90,797 "
2015-2016,PUBLIC,REGION 8,GRADE 3,MALE,"  59,955 "
2015-2016,PUBLIC,REGION 9,GRADE 3,MALE,"  51,673 "
2015-2016,PUBLIC,REGION 10,GRADE 3,MALE,"  60,590 "
2015-2016,PUBLIC,REGION 11,GRADE 3,MALE,"  63,745 "
2015-2016,PUBLIC,REGION 12,GRADE 3,MALE,"  57,924 "
2015-2016,PUBLIC,CARAGA,GRADE 3,MALE,"  35,613 "
2015-2016,PUBLIC,BARMM,GRADE 3,MALE,"  44,964 "
2015-2016,PUBLIC,CAR,GRADE 3,MALE,"  18,774 "
2015-2016,PUBLIC,NCR,GRADE 3,MALE,"  106,001 "
2015-2016,PUBLIC,REGION 1,GRADE 3,FEMALE,"  49,614 "
2015-2016,PUBLIC,REGION 2,GRADE 3,FEMALE,"  35,298 "
2015-2016,PUBLIC,REGION 3,GRADE 3,FEMALE,"  107,782 "
2015-2016,PUBLIC,REGION 4A,GRADE 3,FEMALE,"  132,016 "
2015-2016,PUBLIC,REGION 4B,GRADE 3,FEMALE,"  36,169 "
2015-2016,PUBLIC,REGION 5,GRADE 3,FEMALE,"  72,364 "
2015-2016,PUBLIC,REGION 6,GRADE 3,FEMALE,"  83,035 "
2015-2016,PUBLIC,REGION 7,GRADE 3,FEMALE,"  79,397 "
2015-2016,PUBLIC,REGION 8,GRADE 3,FEMALE,"  52,058 "
2015-2016,PUBLIC,REGION 9,GRADE 3,FEMALE,"  45,479 "
2015-2016,PUBLIC,REGION 10,GRADE 3,FEMALE,"  53,998 "
2015-2016,PUBLIC,REGION 11,GRADE 3,FEMALE,"  55,388 "
2015-2016,PUBLIC,REGION 12,GRADE 3,FEMALE,"  52,632 "
2015-2016,PUBLIC,CARAGA,GRADE 3,FEMALE,"  31,431 "
2015-2016,PUBLIC,BARMM,GRADE 3,FEMALE,"  45,984 "
2015-2016,PUBLIC,CAR,GRADE 3,FEMALE,"  16,752 "
2015-2016,PUBLIC,NCR,GRADE 3,FEMALE,"  98,049 "
2015-2016,PUBLIC,REGION 1,GRADE 4,MALE,"  58,942 "
2015-2016,PUBLIC,REGION 2,GRADE 4,MALE,"  42,160 "
2015-2016,PUBLIC,REGION 3,GRADE 4,MALE,"  124,387 "
2015-2016,PUBLIC,REGION 4A,GRADE 4,MALE,"  160,029 "
2015-2016,PUBLIC,REGION 4B,GRADE 4,MALE,"  46,675 "
2015-2016,PUBLIC,REGION 5,GRADE 4,MALE,"  99,837 "
2015-2016,PUBLIC,REGION 6,GRADE 4,MALE,"  112,396 "
2015-2016,PUBLIC,REGION 7,GRADE 4,MALE,"  108,148 "
2015-2016,PUBLIC,REGION 8,GRADE 4,MALE,"  66,105 "
2015-2016,PUBLIC,REGION 9,GRADE 4,MALE,"  60,942 "
2015-2016,PUBLIC,REGION 10,GRADE 4,MALE,"  65,338 "
2015-2016,PUBLIC,REGION 11,GRADE 4,MALE,"  70,651 "
2015-2016,PUBLIC,REGION 12,GRADE 4,MALE,"  62,338 "
2015-2016,PUBLIC,CARAGA,GRADE 4,MALE,"  37,925 "
2015-2016,PUBLIC,BARMM,GRADE 4,MALE,"  41,273 "
2015-2016,PUBLIC,CAR,GRADE 4,MALE,"  20,512 "
2015-2016,PUBLIC,NCR,GRADE 4,MALE,"  109,081 "
2015-2016,PUBLIC,REGION 1,GRADE 4,FEMALE,"  51,111 "
2015-2016,PUBLIC,REGION 2,GRADE 4,FEMALE,"  37,409 "
2015-2016,PUBLIC,REGION 3,GRADE 4,FEMALE,"  110,762 "
2015-2016,PUBLIC,REGION 4A,GRADE 4,FEMALE,"  140,386 "
2015-2016,PUBLIC,REGION 4B,GRADE 4,FEMALE,"  39,358 "
2015-2016,PUBLIC,REGION 5,GRADE 4,FEMALE,"  83,070 "
2015-2016,PUBLIC,REGION 6,GRADE 4,FEMALE,"  92,908 "
2015-2016,PUBLIC,REGION 7,GRADE 4,FEMALE,"  91,933 "
2015-2016,PUBLIC,REGION 8,GRADE 4,FEMALE,"  56,813 "
2015-2016,PUBLIC,REGION 9,GRADE 4,FEMALE,"  51,712 "
2015-2016,PUBLIC,REGION 10,GRADE 4,FEMALE,"  57,414 "
2015-2016,PUBLIC,REGION 11,GRADE 4,FEMALE,"  61,510 "
2015-2016,PUBLIC,REGION 12,GRADE 4,FEMALE,"  56,109 "
2015-2016,PUBLIC,CARAGA,GRADE 4,FEMALE,"  33,572 "
2015-2016,PUBLIC,BARMM,GRADE 4,FEMALE,"  43,557 "
2015-2016,PUBLIC,CAR,GRADE 4,FEMALE,"  17,614 "
2015-2016,PUBLIC,NCR,GRADE 4,FEMALE,"  99,543 "
2015-2016,PUBLIC,REGION 1,GRADE 5,MALE,"  55,166 "
2015-2016,PUBLIC,REGION 2,GRADE 5,MALE,"  37,547 "
2015-2016,PUBLIC,REGION 3,GRADE 5,MALE,"  115,344 "
2015-2016,PUBLIC,REGION 4A,GRADE 5,MALE,"  142,250 "
2015-2016,PUBLIC,REGION 4B,GRADE 5,MALE,"  41,225 "
2015-2016,PUBLIC,REGION 5,GRADE 5,MALE,"  86,310 "
2015-2016,PUBLIC,REGION 6,GRADE 5,MALE,"  92,611 "
2015-2016,PUBLIC,REGION 7,GRADE 5,MALE,"  89,480 "
2015-2016,PUBLIC,REGION 8,GRADE 5,MALE,"  61,727 "
2015-2016,PUBLIC,REGION 9,GRADE 5,MALE,"  49,029 "
2015-2016,PUBLIC,REGION 10,GRADE 5,MALE,"  57,165 "
2015-2016,PUBLIC,REGION 11,GRADE 5,MALE,"  60,081 "
2015-2016,PUBLIC,REGION 12,GRADE 5,MALE,"  55,298 "
2015-2016,PUBLIC,CARAGA,GRADE 5,MALE,"  35,706 "
2015-2016,PUBLIC,BARMM,GRADE 5,MALE,"  34,261 "
2015-2016,PUBLIC,CAR,GRADE 5,MALE,"  18,607 "
2015-2016,PUBLIC,NCR,GRADE 5,MALE,"  102,246 "
2015-2016,PUBLIC,REGION 1,GRADE 5,FEMALE,"  50,589 "
2015-2016,PUBLIC,REGION 2,GRADE 5,FEMALE,"  34,682 "
2015-2016,PUBLIC,REGION 3,GRADE 5,FEMALE,"  106,916 "
2015-2016,PUBLIC,REGION 4A,GRADE 5,FEMALE,"  132,350 "
2015-2016,PUBLIC,REGION 4B,GRADE 5,FEMALE,"  38,335 "
2015-2016,PUBLIC,REGION 5,GRADE 5,FEMALE,"  78,951 "
2015-2016,PUBLIC,REGION 6,GRADE 5,FEMALE,"  84,974 "
2015-2016,PUBLIC,REGION 7,GRADE 5,FEMALE,"  83,364 "
2015-2016,PUBLIC,REGION 8,GRADE 5,FEMALE,"  56,971 "
2015-2016,PUBLIC,REGION 9,GRADE 5,FEMALE,"  45,916 "
2015-2016,PUBLIC,REGION 10,GRADE 5,FEMALE,"  54,088 "
2015-2016,PUBLIC,REGION 11,GRADE 5,FEMALE,"  56,499 "
2015-2016,PUBLIC,REGION 12,GRADE 5,FEMALE,"  52,949 "
2015-2016,PUBLIC,CARAGA,GRADE 5,FEMALE,"  33,084 "
2015-2016,PUBLIC,BARMM,GRADE 5,FEMALE,"  38,264 "
2015-2016,PUBLIC,CAR,GRADE 5,FEMALE,"  16,798 "
2015-2016,PUBLIC,NCR,GRADE 5,FEMALE,"  97,322 "
2015-2016,PUBLIC,REGION 1,GRADE 6,MALE,"  52,519 "
2015-2016,PUBLIC,REGION 2,GRADE 6,MALE,"  34,142 "
2015-2016,PUBLIC,REGION 3,GRADE 6,MALE,"  107,712 "
2015-2016,PUBLIC,REGION 4A,GRADE 6,MALE,"  128,472 "
2015-2016,PUBLIC,REGION 4B,GRADE 6,MALE,"  36,357 "
2015-2016,PUBLIC,REGION 5,GRADE 6,MALE,"  76,895 "
2015-2016,PUBLIC,REGION 6,GRADE 6,MALE,"  80,131 "
2015-2016,PUBLIC,REGION 7,GRADE 6,MALE,"  79,724 "
2015-2016,PUBLIC,REGION 8,GRADE 6,MALE,"  56,035 "
2015-2016,PUBLIC,REGION 9,GRADE 6,MALE,"  41,659 "
2015-2016,PUBLIC,REGION 10,GRADE 6,MALE,"  48,174 "
2015-2016,PUBLIC,REGION 11,GRADE 6,MALE,"  52,382 "
2015-2016,PUBLIC,REGION 12,GRADE 6,MALE,"  47,402 "
2015-2016,PUBLIC,CARAGA,GRADE 6,MALE,"  31,305 "
2015-2016,PUBLIC,BARMM,GRADE 6,MALE,"  28,129 "
2015-2016,PUBLIC,CAR,GRADE 6,MALE,"  17,344 "
2015-2016,PUBLIC,NCR,GRADE 6,MALE,"  94,806 "
2015-2016,PUBLIC,REGION 1,GRADE 6,FEMALE,"  48,743 "
2015-2016,PUBLIC,REGION 2,GRADE 6,FEMALE,"  32,890 "
2015-2016,PUBLIC,REGION 3,GRADE 6,FEMALE,"  102,635 "
2015-2016,PUBLIC,REGION 4A,GRADE 6,FEMALE,"  123,911 "
2015-2016,PUBLIC,REGION 4B,GRADE 6,FEMALE,"  34,635 "
2015-2016,PUBLIC,REGION 5,GRADE 6,FEMALE,"  73,555 "
2015-2016,PUBLIC,REGION 6,GRADE 6,FEMALE,"  76,904 "
2015-2016,PUBLIC,REGION 7,GRADE 6,FEMALE,"  77,402 "
2015-2016,PUBLIC,REGION 8,GRADE 6,FEMALE,"  53,698 "
2015-2016,PUBLIC,REGION 9,GRADE 6,FEMALE,"  41,093 "
2015-2016,PUBLIC,REGION 10,GRADE 6,FEMALE,"  47,749 "
2015-2016,PUBLIC,REGION 11,GRADE 6,FEMALE,"  51,497 "
2015-2016,PUBLIC,REGION 12,GRADE 6,FEMALE,"  47,185 "
2015-2016,PUBLIC,CARAGA,GRADE 6,FEMALE,"  30,935 "
2015-2016,PUBLIC,BARMM,GRADE 6,FEMALE,"  34,066 "
2015-2016,PUBLIC,CAR,GRADE 6,FEMALE,"  16,216 "
2015-2016,PUBLIC,NCR,GRADE 6,FEMALE,"  92,124 "
2015-2016,PUBLIC,REGION 1,NON-GRADE,MALE,"  1,081 "
2015-2016,PUBLIC,REGION 2,NON-GRADE,MALE,  784 
2015-2016,PUBLIC,REGION 3,NON-GRADE,MALE,"  2,404 "
2015-2016,PUBLIC,REGION 4A,NON-GRADE,MALE,"  4,057 "
2015-2016,PUBLIC,REGION 4B,NON-GRADE,MALE,  685 
2015-2016,PUBLIC,REGION 5,NON-GRADE,MALE,  982 
2015-2016,PUBLIC,REGION 6,NON-GRADE,MALE,"  2,123 "
2015-2016,PUBLIC,REGION 7,NON-GRADE,MALE,"  1,932 "
2015-2016,PUBLIC,REGION 8,NON-GRADE,MALE,  695 
2015-2016,PUBLIC,REGION 9,NON-GRADE,MALE,  941 
2015-2016,PUBLIC,REGION 10,NON-GRADE,MALE,"  1,052 "
2015-2016,PUBLIC,REGION 11,NON-GRADE,MALE,"  1,609 "
2015-2016,PUBLIC,REGION 12,NON-GRADE,MALE,  686 
2015-2016,PUBLIC,CARAGA,NON-GRADE,MALE,  830 
2015-2016,PUBLIC,BARMM,NON-GRADE,MALE,  43 
2015-2016,PUBLIC,CAR,NON-GRADE,MALE,  470 
2015-2016,PUBLIC,NCR,NON-GRADE,MALE,"  5,242 "
2015-2016,PUBLIC,REGION 1,NON-GRADE,FEMALE,  737 
2015-2016,PUBLIC,REGION 2,NON-GRADE,FEMALE,  488 
2015-2016,PUBLIC,REGION 3,NON-GRADE,FEMALE,"  1,597 "
2015-2016,PUBLIC,REGION 4A,NON-GRADE,FEMALE,"  2,563 "
2015-2016,PUBLIC,REGION 4B,NON-GRADE,FEMALE,  486 
2015-2016,PUBLIC,REGION 5,NON-GRADE,FEMALE,  690 
2015-2016,PUBLIC,REGION 6,NON-GRADE,FEMALE,"  1,430 "
2015-2016,PUBLIC,REGION 7,NON-GRADE,FEMALE,"  1,268 "
2015-2016,PUBLIC,REGION 8,NON-GRADE,FEMALE,  490 
2015-2016,PUBLIC,REGION 9,NON-GRADE,FEMALE,  683 
2015-2016,PUBLIC,REGION 10,NON-GRADE,FEMALE,  667 
2015-2016,PUBLIC,REGION 11,NON-GRADE,FEMALE,"  1,000 "
2015-2016,PUBLIC,REGION 12,NON-GRADE,FEMALE,  441 
2015-2016,PUBLIC,CARAGA,NON-GRADE,FEMALE,  556 
2015-2016,PUBLIC,BARMM,NON-GRADE,FEMALE,  19 
2015-2016,PUBLIC,CAR,NON-GRADE,FEMALE,  242 
2015-2016,PUBLIC,NCR,NON-GRADE,FEMALE,"  2,915 "
2015-2016,PRIVATE,REGION 1,KINDERGARTEN,MALE,"  7,300 "
2015-2016,PRIVATE,REGION 2,KINDERGARTEN,MALE,"  5,559 "
2015-2016,PRIVATE,REGION 3,KINDERGARTEN,MALE,"  24,084 "
2015-2016,PRIVATE,REGION 4A,KINDERGARTEN,MALE,"  32,877 "
2015-2016,PRIVATE,REGION 4B,KINDERGARTEN,MALE,"  3,290 "
2015-2016,PRIVATE,REGION 5,KINDERGARTEN,MALE,"  8,235 "
2015-2016,PRIVATE,REGION 6,KINDERGARTEN,MALE,"  21,896 "
2015-2016,PRIVATE,REGION 7,KINDERGARTEN,MALE,"  13,404 "
2015-2016,PRIVATE,REGION 8,KINDERGARTEN,MALE,"  3,696 "
2015-2016,PRIVATE,REGION 9,KINDERGARTEN,MALE,"  5,063 "
2015-2016,PRIVATE,REGION 10,KINDERGARTEN,MALE,"  7,854 "
2015-2016,PRIVATE,REGION 11,KINDERGARTEN,MALE,"  8,161 "
2015-2016,PRIVATE,REGION 12,KINDERGARTEN,MALE,"  7,697 "
2015-2016,PRIVATE,CARAGA,KINDERGARTEN,MALE,"  3,222 "
2015-2016,PRIVATE,BARMM,KINDERGARTEN,MALE,"  1,840 "
2015-2016,PRIVATE,CAR,KINDERGARTEN,MALE,"  2,675 "
2015-2016,PRIVATE,NCR,KINDERGARTEN,MALE,"  37,929 "
2015-2016,PRIVATE,REGION 1,KINDERGARTEN,FEMALE,"  7,109 "
2015-2016,PRIVATE,REGION 2,KINDERGARTEN,FEMALE,"  5,285 "
2015-2016,PRIVATE,REGION 3,KINDERGARTEN,FEMALE,"  23,190 "
2015-2016,PRIVATE,REGION 4A,KINDERGARTEN,FEMALE,"  31,609 "
2015-2016,PRIVATE,REGION 4B,KINDERGARTEN,FEMALE,"  3,133 "
2015-2016,PRIVATE,REGION 5,KINDERGARTEN,FEMALE,"  7,811 "
2015-2016,PRIVATE,REGION 6,KINDERGARTEN,FEMALE,"  21,250 "
2015-2016,PRIVATE,REGION 7,KINDERGARTEN,FEMALE,"  12,714 "
2015-2016,PRIVATE,REGION 8,KINDERGARTEN,FEMALE,"  3,470 "
2015-2016,PRIVATE,REGION 9,KINDERGARTEN,FEMALE,"  4,845 "
2015-2016,PRIVATE,REGION 10,KINDERGARTEN,FEMALE,"  7,410 "
2015-2016,PRIVATE,REGION 11,KINDERGARTEN,FEMALE,"  7,620 "
2015-2016,PRIVATE,REGION 12,KINDERGARTEN,FEMALE,"  7,293 "
2015-2016,PRIVATE,CARAGA,KINDERGARTEN,FEMALE,"  3,179 "
2015-2016,PRIVATE,BARMM,KINDERGARTEN,FEMALE,"  1,776 "
2015-2016,PRIVATE,CAR,KINDERGARTEN,FEMALE,"  2,565 "
2015-2016,PRIVATE,NCR,KINDERGARTEN,FEMALE,"  36,971 "
2015-2016,PRIVATE,REGION 1,GRADE 1,MALE,"  4,395 "
2015-2016,PRIVATE,REGION 2,GRADE 1,MALE,"  2,427 "
2015-2016,PRIVATE,REGION 3,GRADE 1,MALE,"  14,816 "
2015-2016,PRIVATE,REGION 4A,GRADE 1,MALE,"  22,132 "
2015-2016,PRIVATE,REGION 4B,GRADE 1,MALE,"  1,464 "
2015-2016,PRIVATE,REGION 5,GRADE 1,MALE,"  3,105 "
2015-2016,PRIVATE,REGION 6,GRADE 1,MALE,"  5,664 "
