SCHOOL YEAR,SECTOR,REGION,GRADE LEVEL,GENDER,NUMBER OF ENROLLEES
2016-2017,SUCSLUCS,REGION 8,GRADE 2,MALE,31
2016-2017,SUCSLUCS,REGION 8,GRADE 3,FEMALE,37
2016-2017,SUCSLUCS,REGION 8,GRADE 3,MALE,45
2016-2017,SUCSLUCS,REGION 8,GRADE 4,FEMALE,37
2016-2017,SUCSLUCS,REGION 8,GRADE 4,MALE,49
2016-2017,SUCSLUCS,REGION 8,GRADE 5,FEMALE,44
2016-2017,SUCSLUCS,REGION 8,GRADE 5,MALE,45
2016-2017,SUCSLUCS,REGION 8,GRADE 6,FEMALE,42
2016-2017,SUCSLUCS,REGION 8,GRADE 6,MALE,45
2016-2017,SUCSLUCS,REGION 8,GRADE 7,FEMALE,327
2016-2017,SUCSLUCS,REGION 8,GRADE 7,MALE,266
2016-2017,SUCSLUCS,REGION 8,GRADE 8,FEMALE,294
2016-2017,SUCSLUCS,REGION 8,GRADE 8,MALE,256
2016-2017,SUCSLUCS,REGION 8,GRADE 9,FEMALE,308
2016-2017,SUCSLUCS,REGION 8,GRADE 9,MALE,237
2016-2017,SUCSLUCS,REGION 8,KINDERGARTEN,FEMALE,29
2016-2017,SUCSLUCS,REGION 8,KINDERGARTEN,MALE,15
2016-2017,SUCSLUCS,REGION 8,NON-GRADE (PRIMARY),FEMALE,0
2016-2017,SUCSLUCS,REGION 8,NON-GRADE (PRIMARY),MALE,0
2016-2017,SUCSLUCS,REGION 8,NON-GRADE (SECONDARY),FEMALE,0
2016-2017,SUCSLUCS,REGION 8,NON-GRADE (SECONDARY),MALE,0
2016-2017,SUCSLUCS,REGION 9,GRADE 1,FEMALE,29
2016-2017,SUCSLUCS,REGION 9,GRADE 1,MALE,37
2016-2017,SUCSLUCS,REGION 9,GRADE 10,FEMALE,287
2016-2017,SUCSLUCS,REGION 9,GRADE 10,MALE,214
2016-2017,SUCSLUCS,REGION 9,GRADE 2,FEMALE,37
2016-2017,SUCSLUCS,REGION 9,GRADE 2,MALE,41
2016-2017,SUCSLUCS,REGION 9,GRADE 3,FEMALE,39
2016-2017,SUCSLUCS,REGION 9,GRADE 3,MALE,43
2016-2017,SUCSLUCS,REGION 9,GRADE 4,FEMALE,50
2016-2017,SUCSLUCS,REGION 9,GRADE 4,MALE,56
2016-2017,SUCSLUCS,REGION 9,GRADE 5,FEMALE,51
2016-2017,SUCSLUCS,REGION 9,GRADE 5,MALE,40
2016-2017,SUCSLUCS,REGION 9,GRADE 6,FEMALE,57
2016-2017,SUCSLUCS,REGION 9,GRADE 6,MALE,54
2016-2017,SUCSLUCS,REGION 9,GRADE 7,FEMALE,251
2016-2017,SUCSLUCS,REGION 9,GRADE 7,MALE,225
2016-2017,SUCSLUCS,REGION 9,GRADE 8,FEMALE,236
2016-2017,SUCSLUCS,REGION 9,GRADE 8,MALE,201
2016-2017,SUCSLUCS,REGION 9,GRADE 9,FEMALE,265
2016-2017,SUCSLUCS,REGION 9,GRADE 9,MALE,200
2016-2017,SUCSLUCS,REGION 9,KINDERGARTEN,FEMALE,25
2016-2017,SUCSLUCS,REGION 9,KINDERGARTEN,MALE,28
2016-2017,SUCSLUCS,REGION 9,NON-GRADE (PRIMARY),FEMALE,0
2016-2017,SUCSLUCS,REGION 9,NON-GRADE (PRIMARY),MALE,0
2016-2017,SUCSLUCS,REGION 9,NON-GRADE (SECONDARY),FEMALE,0
2016-2017,SUCSLUCS,REGION 9,NON-GRADE (SECONDARY),MALE,0
2017-2018,PRIVATE,BARMM,GRADE 1,FEMALE,1647
2017-2018,PRIVATE,BARMM,GRADE 1,MALE,1752
2017-2018,PRIVATE,BARMM,GRADE 10,FEMALE,3069
2017-2018,PRIVATE,BARMM,GRADE 10,MALE,2445
2017-2018,PRIVATE,BARMM,GRADE 2,FEMALE,1463
2017-2018,PRIVATE,BARMM,GRADE 2,MALE,1585
2017-2018,PRIVATE,BARMM,GRADE 3,FEMALE,1405
2017-2018,PRIVATE,BARMM,GRADE 3,MALE,1440
2017-2018,PRIVATE,BARMM,GRADE 4,FEMALE,1294
2017-2018,PRIVATE,BARMM,GRADE 4,MALE,1409
2017-2018,PRIVATE,BARMM,GRADE 5,FEMALE,1218
2017-2018,PRIVATE,BARMM,GRADE 5,MALE,1277
2017-2018,PRIVATE,BARMM,GRADE 6,FEMALE,1195
2017-2018,PRIVATE,BARMM,GRADE 6,MALE,1129
2017-2018,PRIVATE,BARMM,GRADE 7,FEMALE,3904
2017-2018,PRIVATE,BARMM,GRADE 7,MALE,3404
2017-2018,PRIVATE,BARMM,GRADE 8,FEMALE,3610
2017-2018,PRIVATE,BARMM,GRADE 8,MALE,3046
2017-2018,PRIVATE,BARMM,GRADE 9,FEMALE,3135
2017-2018,PRIVATE,BARMM,GRADE 9,MALE,2565
2017-2018,PRIVATE,BARMM,KINDERGARTEN,FEMALE,1786
2017-2018,PRIVATE,BARMM,KINDERGARTEN,MALE,1820
2017-2018,PRIVATE,BARMM,NON-GRADE (PRIMARY),FEMALE,324
2017-2018,PRIVATE,BARMM,NON-GRADE (PRIMARY),MALE,343
2017-2018,PRIVATE,BARMM,NON-GRADE (SECONDARY),FEMALE,505
2017-2018,PRIVATE,BARMM,NON-GRADE (SECONDARY),MALE,437
2017-2018,PRIVATE,CAR,GRADE 1,FEMALE,1570
2017-2018,PRIVATE,CAR,GRADE 1,MALE,1764
2017-2018,PRIVATE,CAR,GRADE 10,FEMALE,4007
2017-2018,PRIVATE,CAR,GRADE 10,MALE,3760
2017-2018,PRIVATE,CAR,GRADE 2,FEMALE,1736
2017-2018,PRIVATE,CAR,GRADE 2,MALE,1916
2017-2018,PRIVATE,CAR,GRADE 3,FEMALE,1827
2017-2018,PRIVATE,CAR,GRADE 3,MALE,1850
2017-2018,PRIVATE,CAR,GRADE 4,FEMALE,1869
2017-2018,PRIVATE,CAR,GRADE 4,MALE,1940
2017-2018,PRIVATE,CAR,GRADE 5,FEMALE,1709
2017-2018,PRIVATE,CAR,GRADE 5,MALE,1941
2017-2018,PRIVATE,CAR,GRADE 6,FEMALE,1751
2017-2018,PRIVATE,CAR,GRADE 6,MALE,1920
2017-2018,PRIVATE,CAR,GRADE 7,FEMALE,4534
2017-2018,PRIVATE,CAR,GRADE 7,MALE,4836
2017-2018,PRIVATE,CAR,GRADE 8,FEMALE,4426
2017-2018,PRIVATE,CAR,GRADE 8,MALE,4449
2017-2018,PRIVATE,CAR,GRADE 9,FEMALE,4170
2017-2018,PRIVATE,CAR,GRADE 9,MALE,3970
2017-2018,PRIVATE,CAR,KINDERGARTEN,FEMALE,2172
2017-2018,PRIVATE,CAR,KINDERGARTEN,MALE,2365
2017-2018,PRIVATE,CAR,NON-GRADE (PRIMARY),FEMALE,94
2017-2018,PRIVATE,CAR,NON-GRADE (PRIMARY),MALE,114
2017-2018,PRIVATE,CAR,NON-GRADE (SECONDARY),FEMALE,1
2017-2018,PRIVATE,CAR,NON-GRADE (SECONDARY),MALE,1
2017-2018,PRIVATE,CARAGA,GRADE 1,FEMALE,1054
2017-2018,PRIVATE,CARAGA,GRADE 1,MALE,1193
2017-2018,PRIVATE,CARAGA,GRADE 10,FEMALE,2819
2017-2018,PRIVATE,CARAGA,GRADE 10,MALE,2769
2017-2018,PRIVATE,CARAGA,GRADE 2,FEMALE,1039
2017-2018,PRIVATE,CARAGA,GRADE 2,MALE,1263
2017-2018,PRIVATE,CARAGA,GRADE 3,FEMALE,1115
2017-2018,PRIVATE,CARAGA,GRADE 3,MALE,1231
2017-2018,PRIVATE,CARAGA,GRADE 4,FEMALE,987
2017-2018,PRIVATE,CARAGA,GRADE 4,MALE,1164
2017-2018,PRIVATE,CARAGA,GRADE 5,FEMALE,903
2017-2018,PRIVATE,CARAGA,GRADE 5,MALE,1135
2017-2018,PRIVATE,CARAGA,GRADE 6,FEMALE,940
2017-2018,PRIVATE,CARAGA,GRADE 6,MALE,1160
2017-2018,PRIVATE,CARAGA,GRADE 7,FEMALE,3862
2017-2018,PRIVATE,CARAGA,GRADE 7,MALE,3962
2017-2018,PRIVATE,CARAGA,GRADE 8,FEMALE,3596
2017-2018,PRIVATE,CARAGA,GRADE 8,MALE,3460
2017-2018,PRIVATE,CARAGA,GRADE 9,FEMALE,3061
2017-2018,PRIVATE,CARAGA,GRADE 9,MALE,3135
2017-2018,PRIVATE,CARAGA,KINDERGARTEN,FEMALE,2157
2017-2018,PRIVATE,CARAGA,KINDERGARTEN,MALE,2325
2017-2018,PRIVATE,CARAGA,NON-GRADE (PRIMARY),FEMALE,125
2017-2018,PRIVATE,CARAGA,NON-GRADE (PRIMARY),MALE,138
2017-2018,PRIVATE,CARAGA,NON-GRADE (SECONDARY),FEMALE,1
2017-2018,PRIVATE,CARAGA,NON-GRADE (SECONDARY),MALE,2
2017-2018,PRIVATE,NCR,GRADE 1,FEMALE,21496
2017-2018,PRIVATE,NCR,GRADE 1,MALE,22972
2017-2018,PRIVATE,NCR,GRADE 10,FEMALE,23973
2017-2018,PRIVATE,NCR,GRADE 10,MALE,24606
2017-2018,PRIVATE,NCR,GRADE 2,FEMALE,23310
2017-2018,PRIVATE,NCR,GRADE 2,MALE,24779
2017-2018,PRIVATE,NCR,GRADE 3,FEMALE,23026
2017-2018,PRIVATE,NCR,GRADE 3,MALE,24377
2017-2018,PRIVATE,NCR,GRADE 4,FEMALE,22670
2017-2018,PRIVATE,NCR,GRADE 4,MALE,24057
2017-2018,PRIVATE,NCR,GRADE 5,FEMALE,21835
2017-2018,PRIVATE,NCR,GRADE 5,MALE,23314
2017-2018,PRIVATE,NCR,GRADE 6,FEMALE,21630
2017-2018,PRIVATE,NCR,GRADE 6,MALE,22686
2017-2018,PRIVATE,NCR,GRADE 7,FEMALE,25329
2017-2018,PRIVATE,NCR,GRADE 7,MALE,26290
2017-2018,PRIVATE,NCR,GRADE 8,FEMALE,24716
2017-2018,PRIVATE,NCR,GRADE 8,MALE,26072
2017-2018,PRIVATE,NCR,GRADE 9,FEMALE,24390
2017-2018,PRIVATE,NCR,GRADE 9,MALE,24867
2017-2018,PRIVATE,NCR,KINDERGARTEN,FEMALE,24189
2017-2018,PRIVATE,NCR,KINDERGARTEN,MALE,25765
2017-2018,PRIVATE,NCR,NON-GRADE (PRIMARY),FEMALE,791
2017-2018,PRIVATE,NCR,NON-GRADE (PRIMARY),MALE,1379
2017-2018,PRIVATE,NCR,NON-GRADE (SECONDARY),FEMALE,190
2017-2018,PRIVATE,NCR,NON-GRADE (SECONDARY),MALE,265
2017-2018,PRIVATE,REGION 1,GRADE 1,FEMALE,3463
2017-2018,PRIVATE,REGION 1,GRADE 1,MALE,3671
2017-2018,PRIVATE,REGION 1,GRADE 10,FEMALE,7976
2017-2018,PRIVATE,REGION 1,GRADE 10,MALE,7861
2017-2018,PRIVATE,REGION 1,GRADE 2,FEMALE,3745
2017-2018,PRIVATE,REGION 1,GRADE 2,MALE,3989
2017-2018,PRIVATE,REGION 1,GRADE 3,FEMALE,3685
2017-2018,PRIVATE,REGION 1,GRADE 3,MALE,4295
2017-2018,PRIVATE,REGION 1,GRADE 4,FEMALE,3745
2017-2018,PRIVATE,REGION 1,GRADE 4,MALE,4053
2017-2018,PRIVATE,REGION 1,GRADE 5,FEMALE,3631
2017-2018,PRIVATE,REGION 1,GRADE 5,MALE,3862
2017-2018,PRIVATE,REGION 1,GRADE 6,FEMALE,3695
2017-2018,PRIVATE,REGION 1,GRADE 6,MALE,3985
2017-2018,PRIVATE,REGION 1,GRADE 7,FEMALE,8790
2017-2018,PRIVATE,REGION 1,GRADE 7,MALE,8995
2017-2018,PRIVATE,REGION 1,GRADE 8,FEMALE,8517
2017-2018,PRIVATE,REGION 1,GRADE 8,MALE,8770
2017-2018,PRIVATE,REGION 1,GRADE 9,FEMALE,8168
2017-2018,PRIVATE,REGION 1,GRADE 9,MALE,8315
2017-2018,PRIVATE,REGION 1,KINDERGARTEN,FEMALE,3923
2017-2018,PRIVATE,REGION 1,KINDERGARTEN,MALE,4439
2017-2018,PRIVATE,REGION 1,NON-GRADE (PRIMARY),FEMALE,524
2017-2018,PRIVATE,REGION 1,NON-GRADE (PRIMARY),MALE,557
2017-2018,PRIVATE,REGION 1,NON-GRADE (SECONDARY),FEMALE,7
2017-2018,PRIVATE,REGION 1,NON-GRADE (SECONDARY),MALE,6
2017-2018,PRIVATE,REGION 10,GRADE 1,FEMALE,3166
2017-2018,PRIVATE,REGION 10,GRADE 1,MALE,3547
2017-2018,PRIVATE,REGION 10,GRADE 10,FEMALE,7547
2017-2018,PRIVATE,REGION 10,GRADE 10,MALE,7169
2017-2018,PRIVATE,REGION 10,GRADE 2,FEMALE,3223
2017-2018,PRIVATE,REGION 10,GRADE 2,MALE,3618
2017-2018,PRIVATE,REGION 10,GRADE 3,FEMALE,3183
2017-2018,PRIVATE,REGION 10,GRADE 3,MALE,3582
2017-2018,PRIVATE,REGION 10,GRADE 4,FEMALE,3136
2017-2018,PRIVATE,REGION 10,GRADE 4,MALE,3454
2017-2018,PRIVATE,REGION 10,GRADE 5,FEMALE,3154
2017-2018,PRIVATE,REGION 10,GRADE 5,MALE,3531
2017-2018,PRIVATE,REGION 10,GRADE 6,FEMALE,2977
2017-2018,PRIVATE,REGION 10,GRADE 6,MALE,3435
2017-2018,PRIVATE,REGION 10,GRADE 7,FEMALE,9381
2017-2018,PRIVATE,REGION 10,GRADE 7,MALE,10121
2017-2018,PRIVATE,REGION 10,GRADE 8,FEMALE,8498
2017-2018,PRIVATE,REGION 10,GRADE 8,MALE,8665
2017-2018,PRIVATE,REGION 10,GRADE 9,FEMALE,7982
2017-2018,PRIVATE,REGION 10,GRADE 9,MALE,8116
2017-2018,PRIVATE,REGION 10,KINDERGARTEN,FEMALE,4726
2017-2018,PRIVATE,REGION 10,KINDERGARTEN,MALE,5167
2017-2018,PRIVATE,REGION 10,NON-GRADE (PRIMARY),FEMALE,442
2017-2018,PRIVATE,REGION 10,NON-GRADE (PRIMARY),MALE,471
2017-2018,PRIVATE,REGION 10,NON-GRADE (SECONDARY),FEMALE,0
2017-2018,PRIVATE,REGION 10,NON-GRADE (SECONDARY),MALE,0
2017-2018,PRIVATE,REGION 11,GRADE 1,FEMALE,3795
2017-2018,PRIVATE,REGION 11,GRADE 1,MALE,4185
2017-2018,PRIVATE,REGION 11,GRADE 10,FEMALE,7014
2017-2018,PRIVATE,REGION 11,GRADE 10,MALE,7003
2017-2018,PRIVATE,REGION 11,GRADE 2,FEMALE,4280
2017-2018,PRIVATE,REGION 11,GRADE 2,MALE,4704
2017-2018,PRIVATE,REGION 11,GRADE 3,FEMALE,4347
2017-2018,PRIVATE,REGION 11,GRADE 3,MALE,4719
2017-2018,PRIVATE,REGION 11,GRADE 4,FEMALE,4147
2017-2018,PRIVATE,REGION 11,GRADE 4,MALE,4451
2017-2018,PRIVATE,REGION 11,GRADE 5,FEMALE,4095
2017-2018,PRIVATE,REGION 11,GRADE 5,MALE,4623
2017-2018,PRIVATE,REGION 11,GRADE 6,FEMALE,4215
2017-2018,PRIVATE,REGION 11,GRADE 6,MALE,4621
2017-2018,PRIVATE,REGION 11,GRADE 7,FEMALE,7843
2017-2018,PRIVATE,REGION 11,GRADE 7,MALE,8295
2017-2018,PRIVATE,REGION 11,GRADE 8,FEMALE,7565
2017-2018,PRIVATE,REGION 11,GRADE 8,MALE,7945
2017-2018,PRIVATE,REGION 11,GRADE 9,FEMALE,7232
2017-2018,PRIVATE,REGION 11,GRADE 9,MALE,7306
2017-2018,PRIVATE,REGION 11,KINDERGARTEN,FEMALE,5400
2017-2018,PRIVATE,REGION 11,KINDERGARTEN,MALE,5994
2017-2018,PRIVATE,REGION 11,NON-GRADE (PRIMARY),FEMALE,217
2017-2018,PRIVATE,REGION 11,NON-GRADE (PRIMARY),MALE,253
2017-2018,PRIVATE,REGION 11,NON-GRADE (SECONDARY),FEMALE,9
2017-2018,PRIVATE,REGION 11,NON-GRADE (SECONDARY),MALE,5
2017-2018,PRIVATE,REGION 12,GRADE 1,FEMALE,2851
2017-2018,PRIVATE,REGION 12,GRADE 1,MALE,3125
2017-2018,PRIVATE,REGION 12,GRADE 10,FEMALE,6484
2017-2018,PRIVATE,REGION 12,GRADE 10,MALE,6555
2017-2018,PRIVATE,REGION 12,GRADE 2,FEMALE,3023
2017-2018,PRIVATE,REGION 12,GRADE 2,MALE,3447
2017-2018,PRIVATE,REGION 12,GRADE 3,FEMALE,3179
2017-2018,PRIVATE,REGION 12,GRADE 3,MALE,3534
2017-2018,PRIVATE,REGION 12,GRADE 4,FEMALE,2973
2017-2018,PRIVATE,REGION 12,GRADE 4,MALE,3260
2017-2018,PRIVATE,REGION 12,GRADE 5,FEMALE,2869
2017-2018,PRIVATE,REGION 12,GRADE 5,MALE,3278
2017-2018,PRIVATE,REGION 12,GRADE 6,FEMALE,2749
2017-2018,PRIVATE,REGION 12,GRADE 6,MALE,3178
2017-2018,PRIVATE,REGION 12,GRADE 7,FEMALE,7836
2017-2018,PRIVATE,REGION 12,GRADE 7,MALE,8065
2017-2018,PRIVATE,REGION 12,GRADE 8,FEMALE,7053
2017-2018,PRIVATE,REGION 12,GRADE 8,MALE,7285
2017-2018,PRIVATE,REGION 12,GRADE 9,FEMALE,6922
2017-2018,PRIVATE,REGION 12,GRADE 9,MALE,6865
2017-2018,PRIVATE,REGION 12,KINDERGARTEN,FEMALE,4821
2017-2018,PRIVATE,REGION 12,KINDERGARTEN,MALE,5280
2017-2018,PRIVATE,REGION 12,NON-GRADE (PRIMARY),FEMALE,97
2017-2018,PRIVATE,REGION 12,NON-GRADE (PRIMARY),MALE,111
2017-2018,PRIVATE,REGION 12,NON-GRADE (SECONDARY),FEMALE,0
2017-2018,PRIVATE,REGION 12,NON-GRADE (SECONDARY),MALE,1
2017-2018,PRIVATE,REGION 2,GRADE 1,FEMALE,2064
2017-2018,PRIVATE,REGION 2,GRADE 1,MALE,2381
2017-2018,PRIVATE,REGION 2,GRADE 10,FEMALE,5367
2017-2018,PRIVATE,REGION 2,GRADE 10,MALE,5015
2017-2018,PRIVATE,REGION 2,GRADE 2,FEMALE,2117
2017-2018,PRIVATE,REGION 2,GRADE 2,MALE,2435
2017-2018,PRIVATE,REGION 2,GRADE 3,FEMALE,2014
2017-2018,PRIVATE,REGION 2,GRADE 3,MALE,2341
2017-2018,PRIVATE,REGION 2,GRADE 4,FEMALE,1981
2017-2018,PRIVATE,REGION 2,GRADE 4,MALE,2250
2017-2018,PRIVATE,REGION 2,GRADE 5,FEMALE,1954
2017-2018,PRIVATE,REGION 2,GRADE 5,MALE,2185
2017-2018,PRIVATE,REGION 2,GRADE 6,FEMALE,1933
2017-2018,PRIVATE,REGION 2,GRADE 6,MALE,2186
2017-2018,PRIVATE,REGION 2,GRADE 7,FEMALE,5767
2017-2018,PRIVATE,REGION 2,GRADE 7,MALE,5906
2017-2018,PRIVATE,REGION 2,GRADE 8,FEMALE,5616
2017-2018,PRIVATE,REGION 2,GRADE 8,MALE,5765
2017-2018,PRIVATE,REGION 2,GRADE 9,FEMALE,5346
2017-2018,PRIVATE,REGION 2,GRADE 9,MALE,5211
2017-2018,PRIVATE,REGION 2,KINDERGARTEN,FEMALE,2934
2017-2018,PRIVATE,REGION 2,KINDERGARTEN,MALE,3138
2017-2018,PRIVATE,REGION 2,NON-GRADE (PRIMARY),FEMALE,119
2017-2018,PRIVATE,REGION 2,NON-GRADE (PRIMARY),MALE,133
2017-2018,PRIVATE,REGION 2,NON-GRADE (SECONDARY),FEMALE,25
2017-2018,PRIVATE,REGION 2,NON-GRADE (SECONDARY),MALE,32
2017-2018,PRIVATE,REGION 3,GRADE 1,FEMALE,12034
2017-2018,PRIVATE,REGION 3,GRADE 1,MALE,13509
2017-2018,PRIVATE,REGION 3,GRADE 10,FEMALE,20995
2017-2018,PRIVATE,REGION 3,GRADE 10,MALE,20872
2017-2018,PRIVATE,REGION 3,GRADE 2,FEMALE,13200
2017-2018,PRIVATE,REGION 3,GRADE 2,MALE,14233
2017-2018,PRIVATE,REGION 3,GRADE 3,FEMALE,13460
2017-2018,PRIVATE,REGION 3,GRADE 3,MALE,14512
2017-2018,PRIVATE,REGION 3,GRADE 4,FEMALE,13181
2017-2018,PRIVATE,REGION 3,GRADE 4,MALE,14210
2017-2018,PRIVATE,REGION 3,GRADE 5,FEMALE,12809
2017-2018,PRIVATE,REGION 3,GRADE 5,MALE,13962
2017-2018,PRIVATE,REGION 3,GRADE 6,FEMALE,13077
2017-2018,PRIVATE,REGION 3,GRADE 6,MALE,13773
2017-2018,PRIVATE,REGION 3,GRADE 7,FEMALE,22969
2017-2018,PRIVATE,REGION 3,GRADE 7,MALE,23450
2017-2018,PRIVATE,REGION 3,GRADE 8,FEMALE,22267
2017-2018,PRIVATE,REGION 3,GRADE 8,MALE,22523
2017-2018,PRIVATE,REGION 3,GRADE 9,FEMALE,21668
2017-2018,PRIVATE,REGION 3,GRADE 9,MALE,21897
2017-2018,PRIVATE,REGION 3,KINDERGARTEN,FEMALE,13395
2017-2018,PRIVATE,REGION 3,KINDERGARTEN,MALE,14832
2017-2018,PRIVATE,REGION 3,NON-GRADE (PRIMARY),FEMALE,545
2017-2018,PRIVATE,REGION 3,NON-GRADE (PRIMARY),MALE,782
2017-2018,PRIVATE,REGION 3,NON-GRADE (SECONDARY),FEMALE,28
2017-2018,PRIVATE,REGION 3,NON-GRADE (SECONDARY),MALE,26
2017-2018,PRIVATE,REGION 4A,GRADE 1,FEMALE,20822
2017-2018,PRIVATE,REGION 4A,GRADE 1,MALE,22840
2017-2018,PRIVATE,REGION 4A,GRADE 10,FEMALE,31357
2017-2018,PRIVATE,REGION 4A,GRADE 10,MALE,31083
2017-2018,PRIVATE,REGION 4A,GRADE 2,FEMALE,22294
2017-2018,PRIVATE,REGION 4A,GRADE 2,MALE,24317
2017-2018,PRIVATE,REGION 4A,GRADE 3,FEMALE,22760
2017-2018,PRIVATE,REGION 4A,GRADE 3,MALE,24607
2017-2018,PRIVATE,REGION 4A,GRADE 4,FEMALE,22352
2017-2018,PRIVATE,REGION 4A,GRADE 4,MALE,24206
2017-2018,PRIVATE,REGION 4A,GRADE 5,FEMALE,22008
2017-2018,PRIVATE,REGION 4A,GRADE 5,MALE,23518
2017-2018,PRIVATE,REGION 4A,GRADE 6,FEMALE,21931
2017-2018,PRIVATE,REGION 4A,GRADE 6,MALE,23743
2017-2018,PRIVATE,REGION 4A,GRADE 7,FEMALE,34092
2017-2018,PRIVATE,REGION 4A,GRADE 7,MALE,35215
2017-2018,PRIVATE,REGION 4A,GRADE 8,FEMALE,32584
2017-2018,PRIVATE,REGION 4A,GRADE 8,MALE,33451
2017-2018,PRIVATE,REGION 4A,GRADE 9,FEMALE,30980
2017-2018,PRIVATE,REGION 4A,GRADE 9,MALE,31834
2017-2018,PRIVATE,REGION 4A,KINDERGARTEN,FEMALE,23414
2017-2018,PRIVATE,REGION 4A,KINDERGARTEN,MALE,25767
2017-2018,PRIVATE,REGION 4A,NON-GRADE (PRIMARY),FEMALE,814
2017-2018,PRIVATE,REGION 4A,NON-GRADE (PRIMARY),MALE,1201
2017-2018,PRIVATE,REGION 4A,NON-GRADE (SECONDARY),FEMALE,124
2017-2018,PRIVATE,REGION 4A,NON-GRADE (SECONDARY),MALE,151
2017-2018,PRIVATE,REGION 4B,GRADE 1,FEMALE,1307
2017-2018,PRIVATE,REGION 4B,GRADE 1,MALE,1372
2017-2018,PRIVATE,REGION 4B,GRADE 10,FEMALE,3622
2017-2018,PRIVATE,REGION 4B,GRADE 10,MALE,3545
2017-2018,PRIVATE,REGION 4B,GRADE 2,FEMALE,1356
2017-2018,PRIVATE,REGION 4B,GRADE 2,MALE,1448
2017-2018,PRIVATE,REGION 4B,GRADE 3,FEMALE,1385
2017-2018,PRIVATE,REGION 4B,GRADE 3,MALE,1476
2017-2018,PRIVATE,REGION 4B,GRADE 4,FEMALE,1372
2017-2018,PRIVATE,REGION 4B,GRADE 4,MALE,1387
2017-2018,PRIVATE,REGION 4B,GRADE 5,FEMALE,1203
2017-2018,PRIVATE,REGION 4B,GRADE 5,MALE,1338
2017-2018,PRIVATE,REGION 4B,GRADE 6,FEMALE,1235
2017-2018,PRIVATE,REGION 4B,GRADE 6,MALE,1348
2017-2018,PRIVATE,REGION 4B,GRADE 7,FEMALE,4304
2017-2018,PRIVATE,REGION 4B,GRADE 7,MALE,4279
2017-2018,PRIVATE,REGION 4B,GRADE 8,FEMALE,3791
2017-2018,PRIVATE,REGION 4B,GRADE 8,MALE,4088
2017-2018,PRIVATE,REGION 4B,GRADE 9,FEMALE,3726
2017-2018,PRIVATE,REGION 4B,GRADE 9,MALE,3856
2017-2018,PRIVATE,REGION 4B,KINDERGARTEN,FEMALE,1884
2017-2018,PRIVATE,REGION 4B,KINDERGARTEN,MALE,2076
2017-2018,PRIVATE,REGION 4B,NON-GRADE (PRIMARY),FEMALE,49
2017-2018,PRIVATE,REGION 4B,NON-GRADE (PRIMARY),MALE,46
2017-2018,PRIVATE,REGION 4B,NON-GRADE (SECONDARY),FEMALE,13
2017-2018,PRIVATE,REGION 4B,NON-GRADE (SECONDARY),MALE,28
2017-2018,PRIVATE,REGION 5,GRADE 1,FEMALE,2814
2017-2018,PRIVATE,REGION 5,GRADE 1,MALE,3201
2017-2018,PRIVATE,REGION 5,GRADE 10,FEMALE,7239
2017-2018,PRIVATE,REGION 5,GRADE 10,MALE,6800
2017-2018,PRIVATE,REGION 5,GRADE 2,FEMALE,2898
2017-2018,PRIVATE,REGION 5,GRADE 2,MALE,3252
2017-2018,PRIVATE,REGION 5,GRADE 3,FEMALE,2772
2017-2018,PRIVATE,REGION 5,GRADE 3,MALE,3102
2017-2018,PRIVATE,REGION 5,GRADE 4,FEMALE,2795
2017-2018,PRIVATE,REGION 5,GRADE 4,MALE,3037
2017-2018,PRIVATE,REGION 5,GRADE 5,FEMALE,2726
2017-2018,PRIVATE,REGION 5,GRADE 5,MALE,3017
2017-2018,PRIVATE,REGION 5,GRADE 6,FEMALE,2660
2017-2018,PRIVATE,REGION 5,GRADE 6,MALE,2817
2017-2018,PRIVATE,REGION 5,GRADE 7,FEMALE,8618
2017-2018,PRIVATE,REGION 5,GRADE 7,MALE,8923
2017-2018,PRIVATE,REGION 5,GRADE 8,FEMALE,7903
2017-2018,PRIVATE,REGION 5,GRADE 8,MALE,7909
2017-2018,PRIVATE,REGION 5,GRADE 9,FEMALE,7544
2017-2018,PRIVATE,REGION 5,GRADE 9,MALE,7466
2017-2018,PRIVATE,REGION 5,KINDERGARTEN,FEMALE,4300
2017-2018,PRIVATE,REGION 5,KINDERGARTEN,MALE,4590
2017-2018,PRIVATE,REGION 5,NON-GRADE (PRIMARY),FEMALE,520
2017-2018,PRIVATE,REGION 5,NON-GRADE (PRIMARY),MALE,581
2017-2018,PRIVATE,REGION 5,NON-GRADE (SECONDARY),FEMALE,248
2017-2018,PRIVATE,REGION 5,NON-GRADE (SECONDARY),MALE,292
2017-2018,PRIVATE,REGION 6,GRADE 1,FEMALE,4643
2017-2018,PRIVATE,REGION 6,GRADE 1,MALE,5110
2017-2018,PRIVATE,REGION 6,GRADE 10,FEMALE,9033
2017-2018,PRIVATE,REGION 6,GRADE 10,MALE,8784
2017-2018,PRIVATE,REGION 6,GRADE 2,FEMALE,4963
2017-2018,PRIVATE,REGION 6,GRADE 2,MALE,5524
2017-2018,PRIVATE,REGION 6,GRADE 3,FEMALE,5077
2017-2018,PRIVATE,REGION 6,GRADE 3,MALE,5558
2017-2018,PRIVATE,REGION 6,GRADE 4,FEMALE,4850
2017-2018,PRIVATE,REGION 6,GRADE 4,MALE,5433
