SCHOOL YEAR,SECTOR,REGION,GRADE LEVEL,GENDER,NUMBER OF ENROLLEES
2015-2016,SUCSLUCS,REGION 12,GRADE 10,FEMALE,  306 
2015-2016,SUCSLUCS,CARAGA,GRADE 10,FEMALE,  46 
2015-2016,SUCSLUCS,BARMM,GRADE 10,FEMALE,"  2,100 "
2015-2016,SUCSLUCS,CAR,GRADE 10,FEMALE,  236 
2015-2016,SUCSLUCS,NCR,GRADE 10,FEMALE,  219 
2015-2016,SUCSLUCS,REGION 1,NON-GRADE,FEMALE,  -   
2015-2016,SUCSLUCS,REGION 2,NON-GRADE,FEMALE,  -   
2015-2016,SUCSLUCS,REGION 3,NON-GRADE,FEMALE,  -   
2015-2016,SUCSLUCS,REGION 4A,NON-GRADE,FEMALE,  -   
2015-2016,SUCSLUCS,REGION 4B,NON-GRADE,FEMALE,  -   
2015-2016,SUCSLUCS,REGION 5,NON-GRADE,FEMALE,  -   
2015-2016,SUCSLUCS,REGION 6,NON-GRADE,FEMALE,  -   
2015-2016,SUCSLUCS,REGION 7,NON-GRADE,FEMALE,  -   
2015-2016,SUCSLUCS,REGION 8,NON-GRADE,FEMALE,  -   
2015-2016,SUCSLUCS,REGION 9,NON-GRADE,FEMALE,  -   
2015-2016,SUCSLUCS,REGION 10,NON-GRADE,FEMALE,  -   
2015-2016,SUCSLUCS,REGION 11,NON-GRADE,FEMALE,  -   
2015-2016,SUCSLUCS,REGION 12,NON-GRADE,FEMALE,  -   
2015-2016,SUCSLUCS,CARAGA,NON-GRADE,FEMALE,  -   
2015-2016,SUCSLUCS,BARMM,NON-GRADE,FEMALE,  -   
2015-2016,SUCSLUCS,CAR,NON-GRADE,FEMALE,  -   
2015-2016,SUCSLUCS,NCR,NON-GRADE,FEMALE,  -   
2016-2017,PUBLIC,REGION 1,GRADE 7,MALE ,"  46,624 "
2016-2017,PUBLIC,REGION 2,GRADE 7,MALE ,"  29,653 "
2016-2017,PUBLIC,REGION 3,GRADE 7,MALE ,"  96,265 "
2016-2017,PUBLIC,REGION 4A,GRADE 7,MALE ,"  117,662 "
2016-2017,PUBLIC,REGION 4B,GRADE 7,MALE ,"  32,252 "
2016-2017,PUBLIC,REGION 5,GRADE 7,MALE ,"  69,109 "
2016-2017,PUBLIC,REGION 6,GRADE 7,MALE ,"  73,403 "
2016-2017,PUBLIC,REGION 7,GRADE 7,MALE ,"  73,162 "
2016-2017,PUBLIC,REGION 8,GRADE 7,MALE ,"  51,753 "
2016-2017,PUBLIC,REGION 9,GRADE 7,MALE ,"  37,936 "
2016-2017,PUBLIC,REGION 10,GRADE 7,MALE ,"  40,831 "
2016-2017,PUBLIC,REGION 11,GRADE 7,MALE ,"  47,241 "
2016-2017,PUBLIC,REGION 12,GRADE 7,MALE ,"  41,084 "
2016-2017,PUBLIC,CARAGA,GRADE 7,MALE ,"  27,850 "
2016-2017,PUBLIC,BARMM,GRADE 7,MALE ,"  18,728 "
2016-2017,PUBLIC,CAR,GRADE 7,MALE ,"  14,520 "
2016-2017,PUBLIC,NCR,GRADE 7,MALE ,"  95,002 "
2016-2017,PUBLIC,REGION 1,GRADE 8,MALE ,"  42,952 "
2016-2017,PUBLIC,REGION 2,GRADE 8,MALE ,"  27,034 "
2016-2017,PUBLIC,REGION 3,GRADE 8,MALE ,"  86,782 "
2016-2017,PUBLIC,REGION 4A,GRADE 8,MALE ,"  106,839 "
2016-2017,PUBLIC,REGION 4B,GRADE 8,MALE ,"  28,441 "
2016-2017,PUBLIC,REGION 5,GRADE 8,MALE ,"  59,218 "
2016-2017,PUBLIC,REGION 6,GRADE 8,MALE ,"  66,190 "
2016-2017,PUBLIC,REGION 7,GRADE 8,MALE ,"  62,789 "
2016-2017,PUBLIC,REGION 8,GRADE 8,MALE ,"  43,970 "
2016-2017,PUBLIC,REGION 9,GRADE 8,MALE ,"  30,769 "
2016-2017,PUBLIC,REGION 10,GRADE 8,MALE ,"  33,690 "
2016-2017,PUBLIC,REGION 11,GRADE 8,MALE ,"  39,032 "
2016-2017,PUBLIC,REGION 12,GRADE 8,MALE ,"  35,107 "
2016-2017,PUBLIC,CARAGA,GRADE 8,MALE ,"  24,282 "
2016-2017,PUBLIC,BARMM,GRADE 8,MALE ,"  15,471 "
2016-2017,PUBLIC,CAR,GRADE 8,MALE ,"  12,189 "
2016-2017,PUBLIC,NCR,GRADE 8,MALE ,"  86,295 "
2016-2017,PUBLIC,REGION 1,GRADE 9,MALE ,"  38,932 "
2016-2017,PUBLIC,REGION 2,GRADE 9,MALE ,"  23,986 "
2016-2017,PUBLIC,REGION 3,GRADE 9,MALE ,"  79,610 "
2016-2017,PUBLIC,REGION 4A,GRADE 9,MALE ,"  97,911 "
2016-2017,PUBLIC,REGION 4B,GRADE 9,MALE ,"  25,315 "
2016-2017,PUBLIC,REGION 5,GRADE 9,MALE ,"  51,145 "
2016-2017,PUBLIC,REGION 6,GRADE 9,MALE ,"  59,015 "
2016-2017,PUBLIC,REGION 7,GRADE 9,MALE ,"  54,443 "
2016-2017,PUBLIC,REGION 8,GRADE 9,MALE ,"  38,281 "
2016-2017,PUBLIC,REGION 9,GRADE 9,MALE ,"  26,198 "
2016-2017,PUBLIC,REGION 10,GRADE 9,MALE ,"  29,564 "
2016-2017,PUBLIC,REGION 11,GRADE 9,MALE ,"  32,919 "
2016-2017,PUBLIC,REGION 12,GRADE 9,MALE ,"  31,032 "
2016-2017,PUBLIC,CARAGA,GRADE 9,MALE ,"  21,410 "
2016-2017,PUBLIC,BARMM,GRADE 9,MALE ,"  13,661 "
2016-2017,PUBLIC,CAR,GRADE 9,MALE ,"  10,927 "
2016-2017,PUBLIC,NCR,GRADE 9,MALE ,"  80,040 "
2016-2017,PUBLIC,REGION 1,GRADE 10,MALE ,"  35,815 "
2016-2017,PUBLIC,REGION 2,GRADE 10,MALE ,"  21,387 "
2016-2017,PUBLIC,REGION 3,GRADE 10,MALE ,"  70,809 "
2016-2017,PUBLIC,REGION 4A,GRADE 10,MALE ,"  86,780 "
2016-2017,PUBLIC,REGION 4B,GRADE 10,MALE ,"  21,462 "
2016-2017,PUBLIC,REGION 5,GRADE 10,MALE ,"  43,074 "
2016-2017,PUBLIC,REGION 6,GRADE 10,MALE ,"  52,062 "
2016-2017,PUBLIC,REGION 7,GRADE 10,MALE ,"  47,493 "
2016-2017,PUBLIC,REGION 8,GRADE 10,MALE ,"  32,216 "
2016-2017,PUBLIC,REGION 9,GRADE 10,MALE ,"  20,960 "
2016-2017,PUBLIC,REGION 10,GRADE 10,MALE ,"  24,663 "
2016-2017,PUBLIC,REGION 11,GRADE 10,MALE ,"  27,226 "
2016-2017,PUBLIC,REGION 12,GRADE 10,MALE ,"  26,145 "
2016-2017,PUBLIC,CARAGA,GRADE 10,MALE ,"  18,384 "
2016-2017,PUBLIC,BARMM,GRADE 10,MALE ,"  11,933 "
2016-2017,PUBLIC,CAR,GRADE 10,MALE ,"  9,501 "
2016-2017,PUBLIC,NCR,GRADE 10,MALE ,"  73,018 "
2016-2017,PUBLIC,REGION 1,NON-GRADE,MALE ,  25 
2016-2017,PUBLIC,REGION 2,NON-GRADE,MALE ,  4 
2016-2017,PUBLIC,REGION 3,NON-GRADE,MALE ,  88 
2016-2017,PUBLIC,REGION 4A,NON-GRADE,MALE ,  280 
2016-2017,PUBLIC,REGION 4B,NON-GRADE,MALE ,  5 
2016-2017,PUBLIC,REGION 5,NON-GRADE,MALE ,  32 
2016-2017,PUBLIC,REGION 6,NON-GRADE,MALE ,  36 
2016-2017,PUBLIC,REGION 7,NON-GRADE,MALE ,  -   
2016-2017,PUBLIC,REGION 8,NON-GRADE,MALE ,  133 
2016-2017,PUBLIC,REGION 9,NON-GRADE,MALE ,  6 
2016-2017,PUBLIC,REGION 10,NON-GRADE,MALE ,  229 
2016-2017,PUBLIC,REGION 11,NON-GRADE,MALE ,  13 
2016-2017,PUBLIC,REGION 12,NON-GRADE,MALE ,  28 
2016-2017,PUBLIC,CARAGA,NON-GRADE,MALE ,  -   
2016-2017,PUBLIC,BARMM,NON-GRADE,MALE ,  16 
2016-2017,PUBLIC,CAR,NON-GRADE,MALE ,  11 
2016-2017,PUBLIC,NCR,NON-GRADE,MALE ,  141 
2016-2017,PRIVATE,REGION 1,GRADE 7,MALE ,"  9,068 "
2016-2017,PRIVATE,REGION 2,GRADE 7,MALE ,"  5,991 "
2016-2017,PRIVATE,REGION 3,GRADE 7,MALE ,"  23,125 "
2016-2017,PRIVATE,REGION 4A,GRADE 7,MALE ,"  33,182 "
2016-2017,PRIVATE,REGION 4B,GRADE 7,MALE ,"  4,245 "
2016-2017,PRIVATE,REGION 5,GRADE 7,MALE ,"  8,344 "
2016-2017,PRIVATE,REGION 6,GRADE 7,MALE ,"  10,310 "
2016-2017,PRIVATE,REGION 7,GRADE 7,MALE ,"  14,155 "
2016-2017,PRIVATE,REGION 8,GRADE 7,MALE ,"  4,756 "
2016-2017,PRIVATE,REGION 9,GRADE 7,MALE ,"  3,956 "
2016-2017,PRIVATE,REGION 10,GRADE 7,MALE ,"  9,264 "
2016-2017,PRIVATE,REGION 11,GRADE 7,MALE ,"  8,111 "
2016-2017,PRIVATE,REGION 12,GRADE 7,MALE ,"  7,833 "
2016-2017,PRIVATE,CARAGA,GRADE 7,MALE ,"  3,668 "
2016-2017,PRIVATE,BARMM,GRADE 7,MALE ,"  3,794 "
2016-2017,PRIVATE,CAR,GRADE 7,MALE ,"  4,938 "
2016-2017,PRIVATE,NCR,GRADE 7,MALE ,"  25,170 "
2016-2017,PRIVATE,REGION 1,GRADE 8,MALE ,"  8,698 "
2016-2017,PRIVATE,REGION 2,GRADE 8,MALE ,"  5,476 "
2016-2017,PRIVATE,REGION 3,GRADE 8,MALE ,"  22,448 "
2016-2017,PRIVATE,REGION 4A,GRADE 8,MALE ,"  31,700 "
2016-2017,PRIVATE,REGION 4B,GRADE 8,MALE ,"  4,024 "
2016-2017,PRIVATE,REGION 5,GRADE 8,MALE ,"  7,865 "
2016-2017,PRIVATE,REGION 6,GRADE 8,MALE ,"  9,977 "
2016-2017,PRIVATE,REGION 7,GRADE 8,MALE ,"  13,446 "
2016-2017,PRIVATE,REGION 8,GRADE 8,MALE ,"  4,576 "
2016-2017,PRIVATE,REGION 9,GRADE 8,MALE ,"  3,563 "
2016-2017,PRIVATE,REGION 10,GRADE 8,MALE ,"  8,867 "
2016-2017,PRIVATE,REGION 11,GRADE 8,MALE ,"  7,412 "
2016-2017,PRIVATE,REGION 12,GRADE 8,MALE ,"  7,269 "
2016-2017,PRIVATE,CARAGA,GRADE 8,MALE ,"  3,281 "
2016-2017,PRIVATE,BARMM,GRADE 8,MALE ,"  3,296 "
2016-2017,PRIVATE,CAR,GRADE 8,MALE ,"  4,305 "
2016-2017,PRIVATE,NCR,GRADE 8,MALE ,"  24,392 "
2016-2017,PRIVATE,REGION 1,GRADE 9,MALE ,"  8,206 "
2016-2017,PRIVATE,REGION 2,GRADE 9,MALE ,"  5,350 "
2016-2017,PRIVATE,REGION 3,GRADE 9,MALE ,"  21,262 "
2016-2017,PRIVATE,REGION 4A,GRADE 9,MALE ,"  31,065 "
2016-2017,PRIVATE,REGION 4B,GRADE 9,MALE ,"  3,672 "
2016-2017,PRIVATE,REGION 5,GRADE 9,MALE ,"  7,087 "
2016-2017,PRIVATE,REGION 6,GRADE 9,MALE ,"  9,213 "
2016-2017,PRIVATE,REGION 7,GRADE 9,MALE ,"  12,541 "
2016-2017,PRIVATE,REGION 8,GRADE 9,MALE ,"  4,148 "
2016-2017,PRIVATE,REGION 9,GRADE 9,MALE ,"  3,338 "
2016-2017,PRIVATE,REGION 10,GRADE 9,MALE ,"  7,887 "
2016-2017,PRIVATE,REGION 11,GRADE 9,MALE ,"  7,310 "
2016-2017,PRIVATE,REGION 12,GRADE 9,MALE ,"  6,806 "
2016-2017,PRIVATE,CARAGA,GRADE 9,MALE ,"  2,974 "
2016-2017,PRIVATE,BARMM,GRADE 9,MALE ,"  3,022 "
2016-2017,PRIVATE,CAR,GRADE 9,MALE ,"  3,945 "
2016-2017,PRIVATE,NCR,GRADE 9,MALE ,"  23,937 "
2016-2017,PRIVATE,REGION 1,GRADE 10,MALE ,"  7,920 "
2016-2017,PRIVATE,REGION 2,GRADE 10,MALE ,"  4,984 "
2016-2017,PRIVATE,REGION 3,GRADE 10,MALE ,"  20,539 "
2016-2017,PRIVATE,REGION 4A,GRADE 10,MALE ,"  30,591 "
2016-2017,PRIVATE,REGION 4B,GRADE 10,MALE ,"  3,683 "
2016-2017,PRIVATE,REGION 5,GRADE 10,MALE ,"  6,584 "
2016-2017,PRIVATE,REGION 6,GRADE 10,MALE ,"  8,965 "
2016-2017,PRIVATE,REGION 7,GRADE 10,MALE ,"  12,049 "
2016-2017,PRIVATE,REGION 8,GRADE 10,MALE ,"  3,852 "
2016-2017,PRIVATE,REGION 9,GRADE 10,MALE ,"  3,105 "
2016-2017,PRIVATE,REGION 10,GRADE 10,MALE ,"  7,382 "
2016-2017,PRIVATE,REGION 11,GRADE 10,MALE ,"  6,818 "
2016-2017,PRIVATE,REGION 12,GRADE 10,MALE ,"  6,252 "
2016-2017,PRIVATE,CARAGA,GRADE 10,MALE ,"  2,666 "
2016-2017,PRIVATE,BARMM,GRADE 10,MALE ,"  2,874 "
2016-2017,PRIVATE,CAR,GRADE 10,MALE ,"  3,774 "
2016-2017,PRIVATE,NCR,GRADE 10,MALE ,"  24,022 "
2016-2017,PRIVATE,REGION 1,NON-GRADE,MALE ,  1 
2016-2017,PRIVATE,REGION 2,NON-GRADE,MALE ,  57 
2016-2017,PRIVATE,REGION 3,NON-GRADE,MALE ,  163 
2016-2017,PRIVATE,REGION 4A,NON-GRADE,MALE ,  447 
2016-2017,PRIVATE,REGION 4B,NON-GRADE,MALE ,  -   
2016-2017,PRIVATE,REGION 5,NON-GRADE,MALE ,  19 
2016-2017,PRIVATE,REGION 6,NON-GRADE,MALE ,  65 
2016-2017,PRIVATE,REGION 7,NON-GRADE,MALE ,  384 
2016-2017,PRIVATE,REGION 8,NON-GRADE,MALE ,  14 
2016-2017,PRIVATE,REGION 9,NON-GRADE,MALE ,  -   
2016-2017,PRIVATE,REGION 10,NON-GRADE,MALE ,  177 
2016-2017,PRIVATE,REGION 11,NON-GRADE,MALE ,  12 
2016-2017,PRIVATE,REGION 12,NON-GRADE,MALE ,  151 
2016-2017,PRIVATE,CARAGA,NON-GRADE,MALE ,  -   
2016-2017,PRIVATE,BARMM,NON-GRADE,MALE ,  707 
2016-2017,PRIVATE,CAR,NON-GRADE,MALE ,  11 
2016-2017,PRIVATE,NCR,NON-GRADE,MALE ,"  1,614 "
2016-2017,SUCSLUCS,REGION 1,GRADE 7,MALE ,  305 
2016-2017,SUCSLUCS,REGION 2,GRADE 7,MALE ,  26 
2016-2017,SUCSLUCS,REGION 3,GRADE 7,MALE ,  548 
2016-2017,SUCSLUCS,REGION 4A,GRADE 7,MALE ,  356 
2016-2017,SUCSLUCS,REGION 4B,GRADE 7,MALE ,  210 
2016-2017,SUCSLUCS,REGION 5,GRADE 7,MALE ,  232 
2016-2017,SUCSLUCS,REGION 6,GRADE 7,MALE ,  398 
2016-2017,SUCSLUCS,REGION 7,GRADE 7,MALE ,  105 
2016-2017,SUCSLUCS,REGION 8,GRADE 7,MALE ,  266 
2016-2017,SUCSLUCS,REGION 9,GRADE 7,MALE ,  225 
2016-2017,SUCSLUCS,REGION 10,GRADE 7,MALE ,  360 
2016-2017,SUCSLUCS,REGION 11,GRADE 7,MALE ,  1 
2016-2017,SUCSLUCS,REGION 12,GRADE 7,MALE ,  185 
2016-2017,SUCSLUCS,CARAGA,GRADE 7,MALE ,  68 
2016-2017,SUCSLUCS,BARMM,GRADE 7,MALE ,"  1,962 "
2016-2017,SUCSLUCS,CAR,GRADE 7,MALE ,  243 
2016-2017,SUCSLUCS,NCR,GRADE 7,MALE ,  156 
2016-2017,SUCSLUCS,REGION 1,GRADE 8,MALE ,  259 
2016-2017,SUCSLUCS,REGION 2,GRADE 8,MALE ,  19 
2016-2017,SUCSLUCS,REGION 3,GRADE 8,MALE ,  449 
2016-2017,SUCSLUCS,REGION 4A,GRADE 8,MALE ,  209 
2016-2017,SUCSLUCS,REGION 4B,GRADE 8,MALE ,  183 
2016-2017,SUCSLUCS,REGION 5,GRADE 8,MALE ,  249 
2016-2017,SUCSLUCS,REGION 6,GRADE 8,MALE ,  352 
2016-2017,SUCSLUCS,REGION 7,GRADE 8,MALE ,  105 
2016-2017,SUCSLUCS,REGION 8,GRADE 8,MALE ,  256 
2016-2017,SUCSLUCS,REGION 9,GRADE 8,MALE ,  201 
2016-2017,SUCSLUCS,REGION 10,GRADE 8,MALE ,  333 
2016-2017,SUCSLUCS,REGION 11,GRADE 8,MALE ,  -   
2016-2017,SUCSLUCS,REGION 12,GRADE 8,MALE ,  150 
2016-2017,SUCSLUCS,CARAGA,GRADE 8,MALE ,  62 
2016-2017,SUCSLUCS,BARMM,GRADE 8,MALE ,"  1,678 "
2016-2017,SUCSLUCS,CAR,GRADE 8,MALE ,  210 
2016-2017,SUCSLUCS,NCR,GRADE 8,MALE ,  152 
2016-2017,SUCSLUCS,REGION 1,GRADE 9,MALE ,  239 
2016-2017,SUCSLUCS,REGION 2,GRADE 9,MALE ,  33 
2016-2017,SUCSLUCS,REGION 3,GRADE 9,MALE ,  417 
2016-2017,SUCSLUCS,REGION 4A,GRADE 9,MALE ,  172 
2016-2017,SUCSLUCS,REGION 4B,GRADE 9,MALE ,  172 
2016-2017,SUCSLUCS,REGION 5,GRADE 9,MALE ,  329 
2016-2017,SUCSLUCS,REGION 6,GRADE 9,MALE ,  324 
2016-2017,SUCSLUCS,REGION 7,GRADE 9,MALE ,  106 
2016-2017,SUCSLUCS,REGION 8,GRADE 9,MALE ,  237 
2016-2017,SUCSLUCS,REGION 9,GRADE 9,MALE ,  200 
2016-2017,SUCSLUCS,REGION 10,GRADE 9,MALE ,  320 
2016-2017,SUCSLUCS,REGION 11,GRADE 9,MALE ,  -   
2016-2017,SUCSLUCS,REGION 12,GRADE 9,MALE ,  159 
2016-2017,SUCSLUCS,CARAGA,GRADE 9,MALE ,  67 
2016-2017,SUCSLUCS,BARMM,GRADE 9,MALE ,"  1,480 "
2016-2017,SUCSLUCS,CAR,GRADE 9,MALE ,  187 
2016-2017,SUCSLUCS,NCR,GRADE 9,MALE ,  132 
2016-2017,SUCSLUCS,REGION 1,GRADE 10,MALE ,  243 
2016-2017,SUCSLUCS,REGION 2,GRADE 10,MALE ,  56 
2016-2017,SUCSLUCS,REGION 3,GRADE 10,MALE ,  371 
2016-2017,SUCSLUCS,REGION 4A,GRADE 10,MALE ,  188 
2016-2017,SUCSLUCS,REGION 4B,GRADE 10,MALE ,  147 
2016-2017,SUCSLUCS,REGION 5,GRADE 10,MALE ,  343 
2016-2017,SUCSLUCS,REGION 6,GRADE 10,MALE ,  252 
2016-2017,SUCSLUCS,REGION 7,GRADE 10,MALE ,  114 
2016-2017,SUCSLUCS,REGION 8,GRADE 10,MALE ,  238 
2016-2017,SUCSLUCS,REGION 9,GRADE 10,MALE ,  214 
2016-2017,SUCSLUCS,REGION 10,GRADE 10,MALE ,  265 
2016-2017,SUCSLUCS,REGION 11,GRADE 10,MALE ,  -   
2016-2017,SUCSLUCS,REGION 12,GRADE 10,MALE ,  136 
2016-2017,SUCSLUCS,CARAGA,GRADE 10,MALE ,  89 
2016-2017,SUCSLUCS,BARMM,GRADE 10,MALE ,"  1,225 "
2016-2017,SUCSLUCS,CAR,GRADE 10,MALE ,  156 
2016-2017,SUCSLUCS,NCR,GRADE 10,MALE ,  113 
2016-2017,SUCSLUCS,REGION 1,NON-GRADE,MALE ,  -   
2016-2017,SUCSLUCS,REGION 2,NON-GRADE,MALE ,  -   
2016-2017,SUCSLUCS,REGION 3,NON-GRADE,MALE ,  -   
2016-2017,SUCSLUCS,REGION 4A,NON-GRADE,MALE ,  -   
2016-2017,SUCSLUCS,REGION 4B,NON-GRADE,MALE ,  -   
2016-2017,SUCSLUCS,REGION 5,NON-GRADE,MALE ,  -   
2016-2017,SUCSLUCS,REGION 6,NON-GRADE,MALE ,  9 
2016-2017,SUCSLUCS,REGION 7,NON-GRADE,MALE ,  -   
2016-2017,SUCSLUCS,REGION 8,NON-GRADE,MALE ,  -   
2016-2017,SUCSLUCS,REGION 9,NON-GRADE,MALE ,  -   
2016-2017,SUCSLUCS,REGION 10,NON-GRADE,MALE ,  -   
2016-2017,SUCSLUCS,REGION 11,NON-GRADE,MALE ,  -   
2016-2017,SUCSLUCS,REGION 12,NON-GRADE,MALE ,  -   
2016-2017,SUCSLUCS,CARAGA,NON-GRADE,MALE ,  -   
2016-2017,SUCSLUCS,BARMM,NON-GRADE,MALE ,  26 
2016-2017,SUCSLUCS,CAR,NON-GRADE,MALE ,  -   
2016-2017,SUCSLUCS,NCR,NON-GRADE,MALE ,  -   
2016-2017,PUBLIC,REGION 1,GRADE 7,FEMALE,"  42,663 "
2016-2017,PUBLIC,REGION 2,GRADE 7,FEMALE,"  28,180 "
2016-2017,PUBLIC,REGION 3,GRADE 7,FEMALE,"  90,099 "
2016-2017,PUBLIC,REGION 4A,GRADE 7,FEMALE,"  111,641 "
2016-2017,PUBLIC,REGION 4B,GRADE 7,FEMALE,"  30,183 "
2016-2017,PUBLIC,REGION 5,GRADE 7,FEMALE,"  65,085 "
2016-2017,PUBLIC,REGION 6,GRADE 7,FEMALE,"  69,006 "
2016-2017,PUBLIC,REGION 7,GRADE 7,FEMALE,"  68,558 "
2016-2017,PUBLIC,REGION 8,GRADE 7,FEMALE,"  48,318 "
2016-2017,PUBLIC,REGION 9,GRADE 7,FEMALE,"  36,956 "
2016-2017,PUBLIC,REGION 10,GRADE 7,FEMALE,"  39,404 "
2016-2017,PUBLIC,REGION 11,GRADE 7,FEMALE,"  46,221 "
2016-2017,PUBLIC,REGION 12,GRADE 7,FEMALE,"  40,899 "
2016-2017,PUBLIC,CARAGA,GRADE 7,FEMALE,"  26,986 "
2016-2017,PUBLIC,BARMM,GRADE 7,FEMALE,"  22,643 "
2016-2017,PUBLIC,CAR,GRADE 7,FEMALE,"  12,911 "
2016-2017,PUBLIC,NCR,GRADE 7,FEMALE,"  89,952 "
2016-2017,PUBLIC,REGION 1,GRADE 8,FEMALE,"  40,606 "
2016-2017,PUBLIC,REGION 2,GRADE 8,FEMALE,"  26,800 "
2016-2017,PUBLIC,REGION 3,GRADE 8,FEMALE,"  85,312 "
2016-2017,PUBLIC,REGION 4A,GRADE 8,FEMALE,"  105,043 "
2016-2017,PUBLIC,REGION 4B,GRADE 8,FEMALE,"  28,557 "
2016-2017,PUBLIC,REGION 5,GRADE 8,FEMALE,"  60,113 "
2016-2017,PUBLIC,REGION 6,GRADE 8,FEMALE,"  66,207 "
2016-2017,PUBLIC,REGION 7,GRADE 8,FEMALE,"  63,535 "
2016-2017,PUBLIC,REGION 8,GRADE 8,FEMALE,"  44,562 "
2016-2017,PUBLIC,REGION 9,GRADE 8,FEMALE,"  32,671 "
2016-2017,PUBLIC,REGION 10,GRADE 8,FEMALE,"  34,781 "
2016-2017,PUBLIC,REGION 11,GRADE 8,FEMALE,"  40,324 "
2016-2017,PUBLIC,REGION 12,GRADE 8,FEMALE,"  36,779 "
2016-2017,PUBLIC,CARAGA,GRADE 8,FEMALE,"  24,392 "
2016-2017,PUBLIC,BARMM,GRADE 8,FEMALE,"  20,287 "
2016-2017,PUBLIC,CAR,GRADE 8,FEMALE,"  12,467 "
2016-2017,PUBLIC,NCR,GRADE 8,FEMALE,"  86,352 "
2016-2017,PUBLIC,REGION 1,GRADE 9,FEMALE,"  38,491 "
2016-2017,PUBLIC,REGION 2,GRADE 9,FEMALE,"  25,259 "
2016-2017,PUBLIC,REGION 3,GRADE 9,FEMALE,"  79,817 "
2016-2017,PUBLIC,REGION 4A,GRADE 9,FEMALE,"  100,771 "
2016-2017,PUBLIC,REGION 4B,GRADE 9,FEMALE,"  26,612 "
2016-2017,PUBLIC,REGION 5,GRADE 9,FEMALE,"  55,265 "
2016-2017,PUBLIC,REGION 6,GRADE 9,FEMALE,"  60,482 "
2016-2017,PUBLIC,REGION 7,GRADE 9,FEMALE,"  58,328 "
2016-2017,PUBLIC,REGION 8,GRADE 9,FEMALE,"  40,078 "
2016-2017,PUBLIC,REGION 9,GRADE 9,FEMALE,"  29,274 "
2016-2017,PUBLIC,REGION 10,GRADE 9,FEMALE,"  32,265 "
2016-2017,PUBLIC,REGION 11,GRADE 9,FEMALE,"  36,540 "
2016-2017,PUBLIC,REGION 12,GRADE 9,FEMALE,"  33,285 "
2016-2017,PUBLIC,CARAGA,GRADE 9,FEMALE,"  22,360 "
2016-2017,PUBLIC,BARMM,GRADE 9,FEMALE,"  18,662 "
2016-2017,PUBLIC,CAR,GRADE 9,FEMALE,"  11,941 "
2016-2017,PUBLIC,NCR,GRADE 9,FEMALE,"  83,850 "
2016-2017,PUBLIC,REGION 1,GRADE 10,FEMALE,"  37,220 "
2016-2017,PUBLIC,REGION 2,GRADE 10,FEMALE,"  23,192 "
2016-2017,PUBLIC,REGION 3,GRADE 10,FEMALE,"  75,212 "
2016-2017,PUBLIC,REGION 4A,GRADE 10,FEMALE,"  93,311 "
2016-2017,PUBLIC,REGION 4B,GRADE 10,FEMALE,"  24,260 "
2016-2017,PUBLIC,REGION 5,GRADE 10,FEMALE,"  49,517 "
2016-2017,PUBLIC,REGION 6,GRADE 10,FEMALE,"  56,365 "
2016-2017,PUBLIC,REGION 7,GRADE 10,FEMALE,"  54,278 "
2016-2017,PUBLIC,REGION 8,GRADE 10,FEMALE,"  36,067 "
2016-2017,PUBLIC,REGION 9,GRADE 10,FEMALE,"  25,201 "
2016-2017,PUBLIC,REGION 10,GRADE 10,FEMALE,"  28,876 "
2016-2017,PUBLIC,REGION 11,GRADE 10,FEMALE,"  31,719 "
2016-2017,PUBLIC,REGION 12,GRADE 10,FEMALE,"  29,936 "
2016-2017,PUBLIC,CARAGA,GRADE 10,FEMALE,"  20,032 "
2016-2017,PUBLIC,BARMM,GRADE 10,FEMALE,"  16,876 "
2016-2017,PUBLIC,CAR,GRADE 10,FEMALE,"  11,256 "
2016-2017,PUBLIC,NCR,GRADE 10,FEMALE,"  79,415 "
2016-2017,PUBLIC,REGION 1,NON-GRADE,FEMALE,  14 
2016-2017,PUBLIC,REGION 2,NON-GRADE,FEMALE,  5 
2016-2017,PUBLIC,REGION 3,NON-GRADE,FEMALE,  57 
2016-2017,PUBLIC,REGION 4A,NON-GRADE,FEMALE,  256 
2016-2017,PUBLIC,REGION 4B,NON-GRADE,FEMALE,  8 
2016-2017,PUBLIC,REGION 5,NON-GRADE,FEMALE,  24 
2016-2017,PUBLIC,REGION 6,NON-GRADE,FEMALE,  40 
2016-2017,PUBLIC,REGION 7,NON-GRADE,FEMALE,  -   
2016-2017,PUBLIC,REGION 8,NON-GRADE,FEMALE,  120 
2016-2017,PUBLIC,REGION 9,NON-GRADE,FEMALE,  -   
2016-2017,PUBLIC,REGION 10,NON-GRADE,FEMALE,  172 
2016-2017,PUBLIC,REGION 11,NON-GRADE,FEMALE,  7 
2016-2017,PUBLIC,REGION 12,NON-GRADE,FEMALE,  12 
2016-2017,PUBLIC,CARAGA,NON-GRADE,FEMALE,  -   
2016-2017,PUBLIC,BARMM,NON-GRADE,FEMALE,  37 
2016-2017,PUBLIC,CAR,NON-GRADE,FEMALE,  16 
2016-2017,PUBLIC,NCR,NON-GRADE,FEMALE,  113 
2016-2017,PRIVATE,REGION 1,GRADE 7,FEMALE,"  8,741 "
2016-2017,PRIVATE,REGION 2,GRADE 7,FEMALE,"  5,806 "
